,dateP,Location,confirmed cases,recoved cases,death cases,,DateP
1101,117,40.0 -4.0,24682.68,1279.7197,908.3693,,18-05-2020
1102,60,-34.9285 138.6007,50.86026,-0.000151262,0.000144468,,22-03-2020
1103,61,-34.9285 138.6007,55.55893,-0.000151262,0.000144468,,23-03-2020
1104,62,-34.9285 138.6007,60.384155,-0.000151262,0.000144468,,24-03-2020
1105,63,-34.9285 138.6007,65.44212,-0.000151262,0.000144468,,25-03-2020
1106,64,-34.9285 138.6007,74.390594,-0.000151262,0.000144468,,26-03-2020
1107,65,-34.9285 138.6007,83.339066,0.48903388,0.000144468,,27-03-2020
1108,66,-34.9285 138.6007,92.287506,1.2742193,0.000144468,,28-03-2020
1109,67,-34.9285 138.6007,101.23599,2.0594175,0.000144468,,29-03-2020
1110,68,-34.9285 138.6007,110.18445,2.8445742,0.000144468,,30-03-2020
1111,69,-34.9285 138.6007,119.13289,3.6297467,0.000144468,,31-03-2020
1112,70,-34.9285 138.6007,128.08138,4.414922,0.000144468,,01-04-2020
1113,71,-34.9285 138.6007,136.60492,5.200096,0.000144468,,02-04-2020
1114,72,-34.9285 138.6007,144.74263,5.9852757,0.000144468,,03-04-2020
1115,73,-34.9285 138.6007,152.88036,6.770451,0.000144468,,04-04-2020
1116,74,-34.9285 138.6007,161.01808,7.5556374,0.000144468,,05-04-2020
1117,75,-34.9285 138.6007,169.15582,8.340795,0.000144468,,06-04-2020
1118,76,-34.9285 138.6007,177.2936,9.125966,0.000144468,,07-04-2020
1119,77,-34.9285 138.6007,190.23293,9.911148,0.000144468,,08-04-2020
1120,78,-34.9285 138.6007,208.24316,10.69632,0.001892014,,09-04-2020
1121,79,-34.9285 138.6007,225.62083,11.481487,0.114897616,,10-04-2020
1122,80,-34.9285 138.6007,242.99858,12.266664,0.22760165,,11-04-2020
1123,81,-34.9285 138.6007,260.37637,13.051851,0.33557028,,12-04-2020
1124,82,-34.9285 138.6007,277.75406,13.837032,0.4435415,,13-04-2020
1125,83,-34.9285 138.6007,295.60617,14.622197,0.5515114,,14-04-2020
1126,84,-34.9285 138.6007,313.4807,15.407364,0.6604586,,15-04-2020
1127,85,-34.9285 138.6007,331.3552,16.224743,0.7696762,,16-04-2020
1128,86,-34.9285 138.6007,349.22974,18.079042,0.87889254,,17-04-2020
1129,87,-34.9285 138.6007,367.1043,20.387594,0.9881071,,18-04-2020
1130,88,-34.9285 138.6007,384.97873,22.696173,1.0973234,,19-04-2020
1131,89,-34.9285 138.6007,402.85333,25.00474,1.2065381,,20-04-2020
1132,90,-34.9285 138.6007,420.7278,27.492968,1.3157544,,21-04-2020
1133,91,-34.9285 138.6007,438.6024,30.425798,1.4249706,,22-04-2020
1134,92,-34.9285 138.6007,456.47684,33.358643,1.534187,,23-04-2020
1135,93,-34.9285 138.6007,474.37903,36.29144,1.6434021,,24-04-2020
1136,94,-34.9285 138.6007,492.34338,39.224262,1.752618,,25-04-2020
1137,95,-34.9285 138.6007,511.15298,42.15704,1.8618338,,26-04-2020
1138,96,-34.9285 138.6007,530.59344,45.08983,1.9742116,,27-04-2020
1139,97,-34.9285 138.6007,550.03394,48.022648,2.0919807,,28-04-2020
1140,98,-34.9285 138.6007,569.4743,51.216377,2.2097497,,29-04-2020
1141,99,-34.9285 138.6007,588.9148,54.85234,2.3275192,,30-04-2020
1142,100,-34.9285 138.6007,608.3551,58.488243,2.445289,,01-05-2020
1143,101,-34.9285 138.6007,627.7624,62.12412,2.5630593,,02-05-2020
1144,102,-34.9285 138.6007,645.5386,65.760056,2.680824,,03-05-2020
1145,103,-34.9285 138.6007,661.80963,69.396,2.7985916,,04-05-2020
1146,104,-34.9285 138.6007,677.75964,73.03195,2.916362,,05-05-2020
1147,105,-34.9285 138.6007,693.8345,76.66781,3.0354276,,06-05-2020
1148,106,-34.9285 138.6007,710.75793,80.30375,3.1547089,,07-05-2020
1149,107,-34.9285 138.6007,727.68164,83.93971,3.2739892,,08-05-2020
1150,108,-34.9285 138.6007,747.4835,87.575645,3.393271,,09-05-2020
1151,109,-34.9285 138.6007,768.04535,91.21156,3.5125523,,10-05-2020
1152,110,-34.9285 138.6007,788.60693,94.84746,3.631834,,11-05-2020
1153,111,-34.9285 138.6007,809.16895,98.48342,3.7511148,,12-05-2020
1154,112,-34.9285 138.6007,829.7305,102.11932,3.870396,,13-05-2020
1155,113,-34.9285 138.6007,850.29224,105.755325,3.989675,,14-05-2020
1156,114,-34.9285 138.6007,870.6502,109.39114,4.108957,,15-05-2020
1157,115,-34.9285 138.6007,890.9805,113.33359,4.2282367,,16-05-2020
1158,116,-34.9285 138.6007,911.31104,117.63966,4.34752,,17-05-2020
1159,117,-34.9285 138.6007,931.7086,121.94588,4.466801,,18-05-2020
1160,60,50.8333 4.0,1437.3964,-0.000151262,1.783799,,22-03-2020
1161,61,50.8333 4.0,1466.6222,-0.000151262,1.8930157,,23-03-2020
1162,62,50.8333 4.0,1495.8477,-0.000151262,2.0022311,,24-03-2020
1163,63,50.8333 4.0,1525.0731,-0.000151262,2.1114469,,25-03-2020
1164,64,50.8333 4.0,1554.2991,-0.000151262,2.2206628,,26-03-2020
1165,65,50.8333 4.0,1583.5243,0.30639678,2.329879,,27-03-2020
1166,66,50.8333 4.0,1612.7501,1.0955621,2.439094,,28-03-2020
1167,67,50.8333 4.0,1641.9757,1.8819978,2.5483103,,29-03-2020
1168,68,50.8333 4.0,1671.2015,2.6671693,2.6575258,,30-03-2020
1169,69,50.8333 4.0,1700.427,3.4523406,2.7667413,,31-03-2020
1170,70,50.8333 4.0,1729.5233,4.237515,2.8759592,,01-04-2020
1171,71,50.8333 4.0,1757.3533,5.022692,2.9851744,,02-04-2020
1172,72,50.8333 4.0,1782.06,5.8078604,3.0945282,,03-04-2020
1173,73,50.8333 4.0,1807.6237,6.5930305,3.2100017,,04-04-2020
1174,74,50.8333 4.0,1833.2695,7.3782144,3.3292828,,05-04-2020
1175,75,50.8333 4.0,1858.9156,8.163378,3.4485645,,06-04-2020
1176,76,50.8333 4.0,1884.14,8.948548,3.5678453,,07-04-2020
1177,77,50.8333 4.0,1908.7122,9.733742,3.687127,,08-04-2020
1178,78,50.8333 4.0,1933.2843,10.5189085,3.8064075,,09-04-2020
1179,79,50.8333 4.0,1957.8562,11.304087,3.9256892,,10-04-2020
1180,80,50.8333 4.0,1982.4276,12.089256,4.044971,,11-04-2020
1181,81,50.8333 4.0,2006.9987,12.8744545,4.164615,,12-04-2020
1182,82,50.8333 4.0,2031.5696,13.659625,4.286556,,13-04-2020
1183,83,50.8333 4.0,2056.1406,14.448291,4.408495,,14-04-2020
1184,84,50.8333 4.0,2080.7117,15.248365,4.5304346,,15-04-2020
1185,85,50.8333 4.0,2105.2827,16.209051,4.6523767,,16-04-2020
1186,86,50.8333 4.0,2129.8533,18.217587,4.7743177,,17-04-2020
1187,87,50.8333 4.0,2154.4246,20.526161,4.8962564,,18-04-2020
1188,88,50.8333 4.0,2178.9954,22.834698,5.0181985,,19-04-2020
1189,89,50.8333 4.0,2203.323,25.143265,5.140138,,20-04-2020
1190,90,50.8333 4.0,2227.0144,27.61662,5.2620783,,21-04-2020
1191,91,50.8333 4.0,2250.7058,30.54944,5.384019,,22-04-2020
1192,92,50.8333 4.0,2274.3967,33.482304,5.5059605,,23-04-2020
1193,93,50.8333 4.0,2298.0876,36.41505,5.6279,,24-04-2020
1194,94,50.8333 4.0,2321.7788,39.347893,5.7498407,,25-04-2020
1195,95,50.8333 4.0,2345.47,42.2807,5.871782,,26-04-2020
1196,96,50.8333 4.0,2369.1614,45.213478,5.9937205,,27-04-2020
1197,97,50.8333 4.0,2392.8528,48.14631,6.115662,,28-04-2020
1198,98,50.8333 4.0,2416.5437,51.56722,6.2376018,,29-04-2020
1199,99,50.8333 4.0,2440.235,55.203217,6.359543,,30-04-2020
1200,100,50.8333 4.0,2463.926,58.839165,6.4814835,,01-05-2020
1201,101,50.8333 4.0,2487.6174,62.475018,6.603424,,02-05-2020
1202,102,50.8333 4.0,2511.3088,66.11099,6.725363,,03-05-2020
1203,103,50.8333 4.0,2534.9998,69.74689,6.847302,,04-05-2020
1204,104,50.8333 4.0,2558.6907,73.38285,6.9692435,,05-05-2020
1205,105,50.8333 4.0,2582.382,77.018776,7.0911837,,06-05-2020
1206,106,50.8333 4.0,2606.0732,80.654686,7.2131267,,07-05-2020
1207,107,50.8333 4.0,2629.7646,84.290634,7.3350654,,08-05-2020
1208,108,50.8333 4.0,2653.4558,87.92653,7.4570045,,09-05-2020
1209,109,50.8333 4.0,2677.1462,91.562515,7.578945,,10-05-2020
1210,110,50.8333 4.0,2700.8376,95.19834,7.7008877,,11-05-2020
1211,111,50.8333 4.0,2724.529,98.834335,7.822828,,12-05-2020
1212,112,50.8333 4.0,2748.6304,102.470215,7.9447684,,13-05-2020
1213,113,50.8333 4.0,2774.6584,106.1062,8.066707,,14-05-2020
1214,114,50.8333 4.0,2800.6877,109.742134,8.188648,,15-05-2020
1215,115,50.8333 4.0,2826.7163,113.81533,8.310588,,16-05-2020
1216,116,50.8333 4.0,2852.7449,118.121475,8.4325285,,17-05-2020
1217,117,50.8333 4.0,2878.7737,122.42774,8.55447,,18-05-2020
1218,60,26.0 30.0,287.08978,33.395508,1.1645353,,22-03-2020
1219,61,26.0 30.0,302.98718,35.68234,1.2797573,,23-03-2020
1220,62,26.0 30.0,318.8846,37.969185,1.3949784,,24-03-2020
1221,63,26.0 30.0,334.78195,40.256023,1.5102006,,25-03-2020
1222,64,26.0 30.0,350.7371,42.546043,1.6162767,,26-03-2020
1223,65,26.0 30.0,367.96518,44.85935,1.7141452,,27-03-2020
1224,66,26.0 30.0,385.46207,47.17273,1.8081989,,28-03-2020
1225,67,26.0 30.0,403.90146,49.4861,1.9022515,,29-03-2020
1226,68,26.0 30.0,421.53006,51.79942,1.9963051,,30-03-2020
1227,69,26.0 30.0,438.09274,54.112736,2.0903583,,31-03-2020
1228,70,26.0 30.0,454.6781,56.426083,2.184412,,01-04-2020
1229,71,26.0 30.0,471.25217,58.739418,2.2812147,,02-04-2020
1230,72,26.0 30.0,487.80875,61.05276,2.3904305,,03-04-2020
1231,73,26.0 30.0,503.67773,63.765358,2.4996467,,04-04-2020
1232,74,26.0 30.0,519.5469,66.70366,2.6088622,,05-04-2020
1233,75,26.0 30.0,535.416,70.179375,2.7206345,,06-04-2020
1234,76,26.0 30.0,551.3009,73.825066,2.838402,,07-04-2020
1235,77,26.0 30.0,567.19006,77.47077,2.9561722,,08-04-2020
1236,78,26.0 30.0,583.07935,81.11641,3.0739396,,09-04-2020
1237,79,26.0 30.0,600.1145,84.7621,3.1923656,,10-04-2020
1238,80,26.0 30.0,619.3552,88.40783,3.311648,,11-04-2020
1239,81,26.0 30.0,638.5958,92.05351,3.4309285,,12-04-2020
1240,82,26.0 30.0,657.8365,95.69924,3.550211,,13-04-2020
1241,83,26.0 30.0,677.0773,99.34528,3.6694908,,14-04-2020
1242,84,26.0 30.0,696.3179,103.01237,3.788772,,15-04-2020
1243,85,26.0 30.0,715.5586,106.7717,3.9080534,,16-04-2020
1244,86,26.0 30.0,734.7993,111.113365,4.027335,,17-04-2020
1245,87,26.0 30.0,754.33276,115.45515,4.146617,,18-04-2020
1246,88,26.0 30.0,774.9176,119.796936,4.266554,,19-04-2020
1247,89,26.0 30.0,795.50244,124.1387,4.388493,,20-04-2020
1248,90,26.0 30.0,816.08716,128.48042,4.510434,,21-04-2020
1249,91,26.0 30.0,839.6757,132.82219,4.6323743,,22-04-2020
1250,92,26.0 30.0,863.4513,137.16402,4.754315,,23-04-2020
1251,93,26.0 30.0,887.2269,141.5057,4.8762555,,24-04-2020
1252,94,26.0 30.0,911.00256,145.84741,4.998196,,25-04-2020
1253,95,26.0 30.0,936.24274,150.18909,5.120136,,26-04-2020
1254,96,26.0 30.0,964.2103,154.95667,5.2420764,,27-04-2020
1255,97,26.0 30.0,991.27124,160.52084,5.3640175,,28-04-2020
1256,98,26.0 30.0,1016.2717,166.08499,5.4859576,,29-04-2020
1257,99,26.0 30.0,1041.2722,171.94328,5.6078978,,30-04-2020
1258,100,26.0 30.0,1066.273,177.9511,5.729837,,01-05-2020
1259,101,26.0 30.0,1091.2737,183.95876,5.851779,,02-05-2020
1260,102,26.0 30.0,1116.2743,189.96658,5.9737186,,03-05-2020
1261,103,26.0 30.0,1140.722,196.1962,6.0956583,,04-05-2020
1262,104,26.0 30.0,1164.0525,202.62988,6.217599,,05-05-2020
1263,105,26.0 30.0,1187.3829,209.5539,6.3395405,,06-05-2020
1264,106,26.0 30.0,1210.7135,216.47806,6.4614806,,07-05-2020
1265,107,26.0 30.0,1234.0438,223.40224,6.583419,,08-05-2020
1266,108,26.0 30.0,1257.3746,230.71188,6.7053623,,09-05-2020
1267,109,26.0 30.0,1280.7052,238.06169,6.8273005,,10-05-2020
1268,110,26.0 30.0,1304.0358,245.41136,6.949244,,11-05-2020
1269,111,26.0 30.0,1327.3661,252.76134,7.0711827,,12-05-2020
1270,112,26.0 30.0,1350.6968,260.11105,7.1931233,,13-05-2020
1271,113,26.0 30.0,1374.0273,267.65726,7.315063,,14-05-2020
1272,114,26.0 30.0,1397.3579,275.5227,7.4370055,,15-05-2020
1273,115,26.0 30.0,1420.6882,283.7506,7.558944,,16-05-2020
1274,116,26.0 30.0,1444.0189,292.60257,7.6808853,,17-05-2020
1275,117,26.0 30.0,1467.3494,301.64508,7.802826,,18-05-2020
1276,60,35.4437 139.638,87.899704,-0.000151262,0.000144468,,22-03-2020
1277,61,35.4437 139.638,90.72291,-0.000151262,0.000144468,,23-03-2020
1278,62,35.4437 139.638,93.82026,-0.000151262,0.000144468,,24-03-2020
1279,63,35.4437 139.638,99.95755,-0.000151262,0.000144468,,25-03-2020
1280,64,35.4437 139.638,106.094864,-0.000151262,0.000144468,,26-03-2020
1281,65,35.4437 139.638,112.23216,-0.000151262,0.000144468,,27-03-2020
1282,66,35.4437 139.638,118.42838,-0.000151262,0.000144468,,28-03-2020
1283,67,35.4437 139.638,125.14247,-0.000151262,0.000144468,,29-03-2020
1284,68,35.4437 139.638,131.90361,-0.000151262,0.000144468,,30-03-2020
1285,69,35.4437 139.638,138.66475,-0.000151262,0.000144468,,31-03-2020
1286,70,35.4437 139.638,145.61758,-0.000151262,0.000144468,,01-04-2020
1287,71,35.4437 139.638,152.6872,-0.000151262,0.000144468,,02-04-2020
1288,72,35.4437 139.638,159.48848,-0.000151262,0.000144468,,03-04-2020
1289,73,35.4437 139.638,166.20723,-0.000151262,0.000144468,,04-04-2020
1290,74,35.4437 139.638,173.21518,-0.000151262,0.000144468,,05-04-2020
1291,75,35.4437 139.638,180.40154,-0.000151262,0.000144468,,06-04-2020
1292,76,35.4437 139.638,187.55635,0.22167934,0.000144468,,07-04-2020
1293,77,35.4437 139.638,194.33102,1.0068398,0.000144468,,08-04-2020
1294,78,35.4437 139.638,203.13011,1.7920078,0.000144468,,09-04-2020
1295,79,35.4437 139.638,217.05183,2.5771878,0.013363373,,10-04-2020
1296,80,35.4437 139.638,232.69197,3.362356,0.12221735,,11-04-2020
1297,81,35.4437 139.638,248.33223,4.147543,0.23018768,,12-04-2020
1298,82,35.4437 139.638,263.97235,4.9327126,0.33815846,,13-04-2020
1299,83,35.4437 139.638,279.6127,5.7178855,0.446126,,14-04-2020
1300,84,35.4437 139.638,295.25287,6.5030518,0.5540955,,15-04-2020
1301,85,35.4437 139.638,310.8931,7.2882304,0.6620661,,16-04-2020
1302,86,35.4437 139.638,326.53336,8.073397,0.77115226,,17-04-2020
1303,87,35.4437 139.638,342.17355,8.858574,0.880369,,18-04-2020
1304,88,35.4437 139.638,358.05374,9.64376,0.98958397,,19-04-2020
1305,89,35.4437 139.638,374.06128,10.428943,1.0987998,,20-04-2020
1306,90,35.4437 139.638,389.7257,11.2141,1.2080153,,21-04-2020
1307,91,35.4437 139.638,404.41513,11.99928,1.3172317,,22-04-2020
1308,92,35.4437 139.638,419.10464,12.78448,1.4264475,,23-04-2020
1309,93,35.4437 139.638,432.9941,13.56964,1.5356648,,24-04-2020
1310,94,35.4437 139.638,446.44724,14.354808,1.6448799,,25-04-2020
1311,95,35.4437 139.638,459.90024,15.139991,1.7540948,,26-04-2020
1312,96,35.4437 139.638,473.35333,15.925161,1.8633107,,27-04-2020
1313,97,35.4437 139.638,486.80643,16.719685,1.9725262,,28-04-2020
1314,98,35.4437 139.638,500.25943,18.045202,2.0851946,,29-04-2020
1315,99,35.4437 139.638,513.71246,20.225477,2.2029614,,30-04-2020
1316,100,35.4437 139.638,527.1655,22.854673,2.3207326,,01-05-2020
1317,101,35.4437 139.638,540.78796,25.787449,2.4385026,,02-05-2020
1318,102,35.4437 139.638,554.43097,28.720266,2.5562687,,03-05-2020
1319,103,35.4437 139.638,568.07404,31.65307,2.6740372,,04-05-2020
1320,104,35.4437 139.638,582.5237,34.58592,2.7918065,,05-05-2020
1321,105,35.4437 139.638,596.9772,37.518684,2.9095757,,06-05-2020
1322,106,35.4437 139.638,611.4306,40.45146,3.0273461,,07-05-2020
1323,107,35.4437 139.638,625.88403,43.38438,3.1451135,,08-05-2020
1324,108,35.4437 139.638,640.3376,46.659016,3.2632086,,09-05-2020
1325,109,35.4437 139.638,654.791,50.29491,3.3824883,,10-05-2020
1326,110,35.4437 139.638,669.2445,53.9308,3.5017712,,11-05-2020
1327,111,35.4437 139.638,683.6979,57.56679,3.621052,,12-05-2020
1328,112,35.4437 139.638,698.1515,61.202694,3.7403328,,13-05-2020
1329,113,35.4437 139.638,712.6048,64.83871,3.8596115,,14-05-2020
1330,114,35.4437 139.638,727.05835,68.47462,3.9788933,,15-05-2020
1331,115,35.4437 139.638,741.5117,72.11061,4.0981755,,16-05-2020
1332,116,35.4437 139.638,755.96533,75.74637,4.217457,,17-05-2020
1333,117,35.4437 139.638,770.4187,79.38234,4.3367395,,18-05-2020
1334,60,33.8547 35.8623,144.07684,-0.000151262,2.00811,,22-03-2020
1335,61,33.8547 35.8623,152.79173,-0.000151262,2.1379554,,23-03-2020
1336,62,33.8547 35.8623,170.07938,-0.000151262,2.2678,,24-03-2020
1337,63,33.8547 35.8623,187.62013,-0.000151262,2.3976455,,25-03-2020
1338,64,33.8547 35.8623,205.16087,-0.000151262,2.524119,,26-03-2020
1339,65,33.8547 35.8623,222.70164,-0.000151262,2.6454046,,27-03-2020
1340,66,33.8547 35.8623,240.24239,-0.000151262,2.76669,,28-03-2020
1341,67,33.8547 35.8623,257.79733,-0.000151262,2.8879747,,29-03-2020
1342,68,33.8547 35.8623,275.35254,0.27133945,3.0001607,,30-03-2020
1343,69,33.8547 35.8623,292.90775,1.0565062,3.1105778,,31-03-2020
1344,70,33.8547 35.8623,310.4629,1.8416722,3.221306,,01-04-2020
1345,71,33.8547 35.8623,328.0181,2.6268609,3.3320346,,02-04-2020
1346,72,33.8547 35.8623,345.57327,3.4120214,3.4427607,,03-04-2020
1347,73,33.8547 35.8623,363.47202,4.1971946,3.5534904,,04-04-2020
1348,74,33.8547 35.8623,381.35538,4.9823737,3.6642191,,05-04-2020
1349,75,33.8547 35.8623,399.2388,5.7675524,3.7775826,,06-04-2020
1350,76,33.8547 35.8623,417.12192,6.552723,3.8968635,,07-04-2020
1351,77,33.8547 35.8623,434.86047,7.3379016,4.0161457,,08-04-2020
1352,78,33.8547 35.8623,452.32614,8.123058,4.1354265,,09-04-2020
1353,79,33.8547 35.8623,469.79178,8.908251,4.255472,,10-04-2020
1354,80,33.8547 35.8623,487.25754,9.693443,4.377411,,11-04-2020
1355,81,33.8547 35.8623,504.72318,10.478604,4.4993515,,12-04-2020
1356,82,33.8547 35.8623,520.91895,11.263784,4.621292,,13-04-2020
1357,83,33.8547 35.8623,536.50745,12.048932,4.7432323,,14-04-2020
1358,84,33.8547 35.8623,552.2096,12.834106,4.865172,,15-04-2020
1359,85,33.8547 35.8623,568.7156,13.619313,4.987113,,16-04-2020
1360,86,33.8547 35.8623,585.2215,14.406757,5.1090546,,17-04-2020
1361,87,33.8547 35.8623,601.72754,15.206847,5.230995,,18-04-2020
1362,88,33.8547 35.8623,618.2335,16.00693,5.352936,,19-04-2020
1363,89,33.8547 35.8623,634.73944,17.078928,5.474875,,20-04-2020
1364,90,33.8547 35.8623,652.18536,19.056965,5.5968156,,21-04-2020
1365,91,33.8547 35.8623,672.1473,21.36552,5.7187576,,22-04-2020
1366,92,33.8547 35.8623,692.1092,23.674116,5.8406973,,23-04-2020
1367,93,33.8547 35.8623,712.07117,25.982672,5.9626374,,24-04-2020
1368,94,33.8547 35.8623,732.03314,28.82498,6.0845776,,25-04-2020
1369,95,33.8547 35.8623,751.9949,31.757786,6.2065187,,26-04-2020
1370,96,33.8547 35.8623,771.96045,34.690598,6.328458,,27-04-2020
1371,97,33.8547 35.8623,791.9271,37.623383,6.4503994,,28-04-2020
1372,98,33.8547 35.8623,811.8938,40.55618,6.572343,,29-04-2020
1373,99,33.8547 35.8623,831.0519,43.48902,6.6942816,,30-04-2020
1374,100,33.8547 35.8623,850.4025,46.421814,6.816223,,01-05-2020
1375,101,33.8547 35.8623,872.75037,49.354584,6.938164,,02-05-2020
1376,102,33.8547 35.8623,895.1183,52.81797,7.0601025,,03-05-2020
1377,103,33.8547 35.8623,917.4862,56.453857,7.1820426,,04-05-2020
1378,104,33.8547 35.8623,939.7793,60.08977,7.303985,,05-05-2020
1379,105,33.8547 35.8623,962.984,63.725735,7.4259257,,06-05-2020
1380,106,33.8547 35.8623,989.0966,67.36169,7.547866,,07-05-2020
1381,107,33.8547 35.8623,1016.24133,70.997635,7.6698046,,08-05-2020
1382,108,33.8547 35.8623,1043.386,74.63353,7.7917457,,09-05-2020
1383,109,33.8547 35.8623,1070.5308,78.26942,7.9136887,,10-05-2020
1384,110,33.8547 35.8623,1097.6754,81.90535,8.035627,,11-05-2020
1385,111,33.8547 35.8623,1124.8202,85.541306,8.157569,,12-05-2020
1386,112,33.8547 35.8623,1150.7753,89.17722,8.279507,,13-05-2020
1387,113,33.8547 35.8623,1175.1188,92.81315,8.401445,,14-05-2020
1388,114,33.8547 35.8623,1199.4622,96.44911,8.523389,,15-05-2020
1389,115,33.8547 35.8623,1224.141,100.08507,8.645329,,16-05-2020
1390,116,33.8547 35.8623,1249.2388,103.72091,8.767268,,17-05-2020
1391,117,33.8547 35.8623,1274.3368,107.35678,8.889209,,18-05-2020
1392,60,33.0 44.0,184.61882,30.424765,8.739216,,22-03-2020
1393,61,33.0 44.0,201.74104,32.683758,8.900224,,23-03-2020
1394,62,33.0 44.0,219.22365,34.942764,9.063484,,24-03-2020
1395,63,33.0 44.0,236.7365,37.201733,9.229953,,25-03-2020
1396,64,33.0 44.0,254.1534,39.46073,9.3964205,,26-03-2020
1397,65,33.0 44.0,271.5326,41.71972,9.570639,,27-03-2020
1398,66,33.0 44.0,289.10303,43.97871,9.755228,,28-03-2020
1399,67,33.0 44.0,306.94302,46.256847,9.939816,,29-03-2020
1400,68,33.0 44.0,324.78302,48.536797,10.031091,,30-03-2020
1401,69,33.0 44.0,342.62305,50.816723,10.12042,,31-03-2020
1402,70,33.0 44.0,360.4631,53.096684,10.222407,,01-04-2020
1403,71,33.0 44.0,378.3031,55.376633,10.328389,,02-04-2020
1404,72,33.0 44.0,396.0306,57.656616,10.434371,,03-04-2020
1405,73,33.0 44.0,413.45273,59.953728,10.540354,,04-04-2020
1406,74,33.0 44.0,430.8747,62.781174,10.646337,,05-04-2020
1407,75,33.0 44.0,448.29678,65.60858,10.752318,,06-04-2020
1408,76,33.0 44.0,465.71896,68.768326,10.854398,,07-04-2020
1409,77,33.0 44.0,483.141,72.4091,10.949541,,08-04-2020
1410,78,33.0 44.0,499.90738,76.054794,11.044682,,09-04-2020
1411,79,33.0 44.0,516.15314,79.70043,11.139825,,10-04-2020
1412,80,33.0 44.0,532.6157,83.34622,11.234967,,11-04-2020
1413,81,33.0 44.0,549.07837,86.99188,11.330109,,12-04-2020
1414,82,33.0 44.0,565.54095,90.63756,11.436646,,13-04-2020
1415,83,33.0 44.0,582.00354,94.28922,11.5494995,,14-04-2020
1416,84,33.0 44.0,598.46625,97.95624,11.662354,,15-04-2020
1417,85,33.0 44.0,614.92883,101.62332,11.775211,,16-04-2020
1418,86,33.0 44.0,634.24115,105.29036,11.888065,,17-04-2020
1419,87,33.0 44.0,654.14655,109.385895,12.001217,,18-04-2020
1420,88,33.0 44.0,674.0746,113.7276,12.111313,,19-04-2020
1421,89,33.0 44.0,694.03375,118.06936,12.2164955,,20-04-2020
1422,90,33.0 44.0,713.9927,122.411125,12.313894,,21-04-2020
1423,91,33.0 44.0,733.952,126.75285,12.411341,,22-04-2020
1424,92,33.0 44.0,753.91547,131.09471,12.508789,,23-04-2020
1425,93,33.0 44.0,773.87933,135.4364,12.606237,,24-04-2020
1426,94,33.0 44.0,793.843,139.77806,12.703685,,25-04-2020
1427,95,33.0 44.0,813.80676,144.11978,12.801133,,26-04-2020
1428,96,33.0 44.0,836.39197,148.46141,12.89858,,27-04-2020
1429,97,33.0 44.0,858.7794,152.80313,12.996032,,28-04-2020
1430,98,33.0 44.0,881.1354,157.77576,13.093481,,29-04-2020
1431,99,33.0 44.0,904.2168,163.33997,13.190927,,30-04-2020
1432,100,33.0 44.0,929.0764,168.91516,13.288377,,01-05-2020
1433,101,33.0 44.0,956.4855,174.92287,13.385824,,02-05-2020
1434,102,33.0 44.0,983.8943,180.93068,13.483271,,03-05-2020
1435,103,33.0 44.0,1011.17725,186.93839,13.580716,,04-05-2020
1436,104,33.0 44.0,1038.4541,193.04543,13.678167,,05-05-2020
1437,105,33.0 44.0,1064.9708,199.47188,13.775615,,06-05-2020
1438,106,33.0 44.0,1089.4442,206.03635,13.873064,,07-05-2020
1439,107,33.0 44.0,1114.1683,212.96056,13.97051,,08-05-2020
1440,108,33.0 44.0,1139.1688,219.88454,14.067959,,09-05-2020
1441,109,33.0 44.0,1164.1698,227.01894,14.165407,,10-05-2020
1442,110,33.0 44.0,1189.1703,234.36879,14.2628565,,11-05-2020
1443,111,33.0 44.0,1214.171,241.71867,14.360303,,12-05-2020
1444,112,33.0 44.0,1239.1716,249.06827,14.45775,,13-05-2020
1445,113,33.0 44.0,1264.2443,256.41827,14.555197,,14-05-2020
1446,114,33.0 44.0,1289.3422,263.7681,14.652645,,15-05-2020
1447,115,33.0 44.0,1314.4401,271.54642,14.750093,,16-05-2020
1448,116,33.0 44.0,1339.538,279.60822,14.847543,,17-05-2020
1449,117,33.0 44.0,1364.6359,288.1445,14.944991,,18-05-2020
1450,60,21.0 57.0,51.206505,11.081381,0.000144468,,22-03-2020
1451,61,21.0 57.0,54.398346,11.86895,0.000144468,,23-03-2020
1452,62,21.0 57.0,57.590206,12.660201,0.000144468,,24-03-2020
1453,63,21.0 57.0,60.78205,13.981877,0.000144468,,25-03-2020
1454,64,21.0 57.0,64.11398,15.534527,0.000144468,,26-03-2020
1455,65,21.0 57.0,67.85032,17.407183,0.000144468,,27-03-2020
1456,66,21.0 57.0,72.09384,19.715746,0.000144468,,28-03-2020
1457,67,21.0 57.0,76.47235,22.024347,0.000144468,,29-03-2020
1458,68,21.0 57.0,80.89982,24.33283,0.000144468,,30-03-2020
1459,69,21.0 57.0,85.363556,26.641396,0.000144468,,31-03-2020
1460,70,21.0 57.0,89.85938,28.9499,0.000144468,,01-04-2020
1461,71,21.0 57.0,95.59653,31.258482,0.000144468,,02-04-2020
1462,72,21.0 57.0,104.30838,33.566998,0.000144468,,03-04-2020
1463,73,21.0 57.0,112.30963,35.87555,0.000144468,,04-04-2020
1464,74,21.0 57.0,120.31093,38.184135,0.000144468,,05-04-2020
1465,75,21.0 57.0,128.31227,40.492634,0.000144468,,06-04-2020
