,dateP,Location,confirmed cases,recoved cases,death cases,,DateP
0,60,15.0 101.0,208.63843,23.797817,1.537998,,22-03-2020
1,61,15.0 101.0,227.80774,26.08464,1.5577803,,23-03-2020
2,62,15.0 101.0,246.97713,28.371485,1.5775629,,24-03-2020
3,63,15.0 101.0,266.14648,30.658323,1.5973467,,25-03-2020
4,64,15.0 101.0,283.96295,32.945126,1.6206388,,26-03-2020
5,65,15.0 101.0,300.72025,35.23196,1.6582587,,27-03-2020
6,66,15.0 101.0,318.18958,37.51879,1.7031498,,28-03-2020
7,67,15.0 101.0,336.09567,39.80565,1.7480825,,29-03-2020
8,68,15.0 101.0,352.72287,42.09246,1.8121252,,30-03-2020
9,69,15.0 101.0,369.3007,44.379272,1.8779575,,31-03-2020
10,70,15.0 101.0,385.8785,46.666122,1.9495167,,01-04-2020
11,71,15.0 101.0,403.1766,48.952953,2.0228622,,02-04-2020
12,72,15.0 101.0,420.74246,51.239845,2.0962088,,03-04-2020
13,73,15.0 101.0,438.30838,53.553177,2.1695547,,04-04-2020
14,74,15.0 101.0,455.8743,55.86653,2.242901,,05-04-2020
15,75,15.0 101.0,473.44028,58.179855,2.316248,,06-04-2020
16,76,15.0 101.0,491.00626,60.493233,2.3982031,,07-04-2020
17,77,15.0 101.0,511.58844,62.806553,2.489685,,08-04-2020
18,78,15.0 101.0,532.8412,65.12226,2.5836713,,09-04-2020
19,79,15.0 101.0,552.9093,68.06054,2.6786492,,10-04-2020
20,80,15.0 101.0,572.3379,70.998886,2.777094,,11-04-2020
21,81,15.0 101.0,591.76636,74.2723,2.8755388,,12-04-2020
22,82,15.0 101.0,611.1948,77.918,2.9739838,,13-04-2020
23,83,15.0 101.0,630.62463,81.56359,3.066166,,14-04-2020
24,84,15.0 101.0,650.0567,85.20929,3.1520276,,15-04-2020
25,85,15.0 101.0,669.48975,88.85493,3.2378888,,16-04-2020
26,86,15.0 101.0,692.2135,92.50062,3.3386047,,17-04-2020
27,87,15.0 101.0,715.5315,96.14632,3.4625797,,18-04-2020
28,88,15.0 101.0,739.77246,99.79201,3.584519,,19-04-2020
29,89,15.0 101.0,766.16296,103.43772,3.7064583,,20-04-2020
30,90,15.0 101.0,794.04175,107.08334,3.8284009,,21-04-2020
31,91,15.0 101.0,821.9203,110.72903,3.9503407,,22-04-2020
32,92,15.0 101.0,849.98157,114.80288,4.0722804,,23-04-2020
33,93,15.0 101.0,878.35394,119.124596,4.1942225,,24-04-2020
34,94,15.0 101.0,907.24005,123.446365,4.3161626,,25-04-2020
35,95,15.0 101.0,936.12506,127.7681,4.4381022,,26-04-2020
36,96,15.0 101.0,965.0112,132.0898,4.560044,,27-04-2020
37,97,15.0 101.0,993.8965,136.41147,4.681984,,28-04-2020
38,98,15.0 101.0,1022.7822,140.73314,4.8039246,,29-04-2020
39,99,15.0 101.0,1051.6675,145.05487,4.9258657,,30-04-2020
40,100,15.0 101.0,1080.5533,149.37654,5.0478067,,01-05-2020
41,101,15.0 101.0,1109.4387,153.69814,5.1697464,,02-05-2020
42,102,15.0 101.0,1138.3243,158.0199,5.2916856,,03-05-2020
43,103,15.0 101.0,1167.2096,162.35811,5.4136252,,04-05-2020
44,104,15.0 101.0,1196.0953,167.37625,5.535567,,05-05-2020
45,105,15.0 101.0,1224.9808,172.94035,5.6575084,,06-05-2020
46,106,15.0 101.0,1252.4094,178.50461,5.7794466,,07-05-2020
47,107,15.0 101.0,1278.297,184.38641,5.901388,,08-05-2020
48,108,15.0 101.0,1304.1852,190.39404,6.023328,,09-05-2020
49,109,15.0 101.0,1330.0729,196.4018,6.145269,,10-05-2020
50,110,15.0 101.0,1355.9612,202.40948,6.267211,,11-05-2020
51,111,15.0 101.0,1381.8488,208.41728,6.3891506,,12-05-2020
52,112,15.0 101.0,1407.7368,214.82718,6.5110908,,13-05-2020
53,113,15.0 101.0,1433.6244,221.75136,6.6330285,,14-05-2020
54,114,15.0 101.0,1459.5128,228.67545,6.7549706,,15-05-2020
55,115,15.0 101.0,1485.4,235.59967,6.876911,,16-05-2020
56,116,15.0 101.0,1511.2882,242.60323,6.998851,,17-05-2020
57,117,15.0 101.0,1536.9528,249.9531,7.120794,,18-05-2020
58,60,36.0 138.0,980.2207,128.20627,13.905124,,22-03-2020
59,61,36.0 138.0,1002.666,128.50812,14.056089,,23-03-2020
60,62,36.0 138.0,1025.1113,128.80997,14.208434,,24-03-2020
61,63,36.0 138.0,1047.5568,129.4952,14.36698,,25-03-2020
62,64,36.0 138.0,1070.0021,130.24097,14.522829,,26-03-2020
63,65,36.0 138.0,1092.8323,130.98672,14.534687,,27-03-2020
64,66,36.0 138.0,1115.7014,132.39465,14.53174,,28-03-2020
65,67,36.0 138.0,1141.517,136.13847,14.528791,,29-03-2020
66,68,36.0 138.0,1169.4288,140.0853,14.525846,,30-03-2020
67,69,36.0 138.0,1197.3407,144.03214,14.522895,,31-03-2020
68,70,36.0 138.0,1230.5427,147.97897,14.520554,,01-04-2020
69,71,36.0 138.0,1263.8394,151.92581,14.532443,,02-04-2020
70,72,36.0 138.0,1297.9534,155.87267,14.6106615,,03-04-2020
71,73,36.0 138.0,1332.6816,160.71597,14.6891575,,04-04-2020
72,74,36.0 138.0,1367.4099,166.64633,14.760625,,05-04-2020
73,75,36.0 138.0,1402.1383,168.27077,14.828387,,06-04-2020
74,76,36.0 138.0,1433.1227,168.50787,14.896151,,07-04-2020
75,77,36.0 138.0,1462.5526,168.74496,14.96391,,08-04-2020
76,78,36.0 138.0,1491.9825,168.98198,15.0316725,,09-04-2020
77,79,36.0 138.0,1521.4122,169.21909,15.099432,,10-04-2020
78,80,36.0 138.0,1550.8424,169.45622,15.167194,,11-04-2020
79,81,36.0 138.0,1580.2723,169.80945,15.234958,,12-04-2020
80,82,36.0 138.0,1609.7023,172.9748,15.313384,,13-04-2020
81,83,36.0 138.0,1639.1321,178.96365,15.397268,,14-04-2020
82,84,36.0 138.0,1668.562,185.03639,15.476149,,15-04-2020
83,85,36.0 138.0,1697.992,191.52568,15.555028,,16-04-2020
84,86,36.0 138.0,1727.4221,198.0149,15.633908,,17-04-2020
85,87,36.0 138.0,1756.8519,204.50423,15.712789,,18-04-2020
86,88,36.0 138.0,1786.2817,210.99347,15.791669,,19-04-2020
87,89,36.0 138.0,1815.7118,217.48265,15.870549,,20-04-2020
88,90,36.0 138.0,1845.1416,223.97186,15.9494295,,21-04-2020
89,91,36.0 138.0,1874.0563,230.74608,16.02831,,22-04-2020
90,92,36.0 138.0,1902.1779,238.06174,16.114792,,23-04-2020
91,93,36.0 138.0,1930.2994,245.52774,16.20211,,24-04-2020
92,94,36.0 138.0,1958.421,253.15005,16.289425,,25-04-2020
93,95,36.0 138.0,1986.5426,261.04868,16.376827,,26-04-2020
94,96,36.0 138.0,2014.9144,268.94705,16.464252,,27-04-2020
95,97,36.0 138.0,2043.5275,276.8456,16.55168,,28-04-2020
96,98,36.0 138.0,2072.1401,284.74405,16.63911,,29-04-2020
97,99,36.0 138.0,2100.753,292.65793,16.726536,,30-04-2020
98,100,36.0 138.0,2129.366,301.02243,16.813965,,01-05-2020
99,101,36.0 138.0,2157.9788,309.41757,16.901394,,02-05-2020
100,102,36.0 138.0,2186.5918,318.43246,16.988815,,03-05-2020
101,103,36.0 138.0,2211.3538,328.62955,17.076242,,04-05-2020
102,104,36.0 138.0,2234.689,339.92496,17.163673,,05-05-2020
103,105,36.0 138.0,2258.0242,351.3159,17.251097,,06-05-2020
104,106,36.0 138.0,2281.3591,362.7073,17.338526,,07-05-2020
105,107,36.0 138.0,2304.7542,374.0987,17.425951,,08-05-2020
106,108,36.0 138.0,2328.2283,385.4896,17.51338,,09-05-2020
107,109,36.0 138.0,2351.703,396.88065,17.600807,,10-05-2020
108,110,36.0 138.0,2375.1775,408.27182,17.688236,,11-05-2020
109,111,36.0 138.0,2398.6519,419.68716,17.775661,,12-05-2020
110,112,36.0 138.0,2422.1267,431.6895,17.863092,,13-05-2020
111,113,36.0 138.0,2445.6008,443.95023,17.950514,,14-05-2020
112,114,36.0 138.0,2469.0754,456.18942,18.037941,,15-05-2020
113,115,36.0 138.0,2492.5498,468.3717,18.125368,,16-05-2020
114,116,36.0 138.0,2516.0242,480.55313,18.212795,,17-05-2020
115,117,36.0 138.0,2539.4988,492.7352,18.300224,,18-05-2020
116,60,1.2833 103.8333,377.7435,95.690506,0.000144468,,22-03-2020
117,61,1.2833 103.8333,395.90158,93.37827,0.000144468,,23-03-2020
118,62,1.2833 103.8333,414.05966,91.26041,0.000144468,,24-03-2020
119,63,1.2833 103.8333,432.2914,89.15756,0.000144468,,25-03-2020
120,64,1.2833 103.8333,450.57474,87.05467,0.000144468,,26-03-2020
121,65,1.2833 103.8333,468.858,84.951805,0.000144468,,27-03-2020
122,66,1.2833 103.8333,488.84286,82.84894,0.000144468,,28-03-2020
123,67,1.2833 103.8333,508.98993,83.83679,0.000144468,,29-03-2020
124,68,1.2833 103.8333,529.8829,86.150116,0.000144468,,30-03-2020
125,69,1.2833 103.8333,555.0001,88.974266,0.000144468,,31-03-2020
126,70,1.2833 103.8333,580.2154,91.994995,0.000144468,,01-04-2020
127,71,1.2833 103.8333,605.4337,95.37337,0.000144468,,02-04-2020
128,72,1.2833 103.8333,630.59076,99.01903,0.000144468,,03-04-2020
129,73,1.2833 103.8333,655.72363,102.66467,0.000144468,,04-04-2020
130,74,1.2833 103.8333,681.98206,106.31038,0.000144468,,05-04-2020
131,75,1.2833 103.8333,702.57104,109.95607,0.000144468,,06-04-2020
132,76,1.2833 103.8333,725.3485,113.601715,0.000144468,,07-04-2020
133,77,1.2833 103.8333,749.1428,117.60837,0.000144468,,08-04-2020
134,78,1.2833 103.8333,772.93713,121.93011,0.070596024,,09-04-2020
135,79,1.2833 103.8333,795.9792,126.25185,0.16985781,,10-04-2020
136,80,1.2833 103.8333,819.8524,130.5737,0.26911855,,11-04-2020
137,81,1.2833 103.8333,844.8707,134.89542,0.37630555,,12-04-2020
138,82,1.2833 103.8333,869.8685,139.21722,0.48427635,,13-04-2020
139,83,1.2833 103.8333,893.2167,143.53891,0.5922441,,14-04-2020
140,84,1.2833 103.8333,916.5648,147.8606,0.7003702,,15-04-2020
141,85,1.2833 103.8333,939.91296,152.67772,0.8095876,,16-04-2020
142,86,1.2833 103.8333,963.261,158.22018,0.91880214,,17-04-2020
143,87,1.2833 103.8333,986.60913,163.76508,1.0280185,,18-04-2020
144,88,1.2833 103.8333,1009.9573,169.30988,1.1372348,,19-04-2020
145,89,1.2833 103.8333,1033.3054,174.85463,1.2464498,,20-04-2020
146,90,1.2833 103.8333,1056.6536,180.3995,1.3556653,,21-04-2020
147,91,1.2833 103.8333,1080.0016,185.94441,1.464882,,22-04-2020
148,92,1.2833 103.8333,1103.3497,191.48947,1.5740967,,23-04-2020
149,93,1.2833 103.8333,1126.6978,197.15576,1.6833134,,24-04-2020
150,94,1.2833 103.8333,1150.0459,203.14505,1.7925297,,25-04-2020
151,95,1.2833 103.8333,1173.3939,209.13437,1.9017444,,26-04-2020
152,96,1.2833 103.8333,1196.7423,215.12354,2.0109606,,27-04-2020
153,97,1.2833 103.8333,1220.0902,221.17035,2.1242158,,28-04-2020
154,98,1.2833 103.8333,1243.4385,227.65948,2.2419863,,29-04-2020
155,99,1.2833 103.8333,1266.7865,234.14888,2.3597543,,30-04-2020
156,100,1.2833 103.8333,1290.1345,240.63818,2.4775233,,01-05-2020
157,101,1.2833 103.8333,1313.4828,247.12735,2.5952938,,02-05-2020
158,102,1.2833 103.8333,1336.8309,253.61655,2.7130606,,03-05-2020
159,103,1.2833 103.8333,1360.1788,260.2441,2.830829,,04-05-2020
160,104,1.2833 103.8333,1383.527,267.2844,2.9485998,,05-05-2020
161,105,1.2833 103.8333,1406.8751,274.43344,3.0663679,,06-05-2020
162,106,1.2833 103.8333,1430.2231,281.8996,3.1856408,,07-05-2020
163,107,1.2833 103.8333,1453.5714,289.36575,3.304921,,08-05-2020
164,108,1.2833 103.8333,1476.9196,296.9692,3.424203,,09-05-2020
165,109,1.2833 103.8333,1500.2677,304.86777,3.5434859,,10-05-2020
166,110,1.2833 103.8333,1524.2969,312.76633,3.6627662,,11-05-2020
167,111,1.2833 103.8333,1548.4008,320.66916,3.7820463,,12-05-2020
168,112,1.2833 103.8333,1572.5045,328.57434,3.9013288,,13-05-2020
169,113,1.2833 103.8333,1596.6088,336.47964,4.020606,,14-05-2020
170,114,1.2833 103.8333,1620.7125,344.61398,4.1398892,,15-05-2020
171,115,1.2833 103.8333,1644.6439,352.96973,4.2591715,,16-05-2020
172,116,1.2833 103.8333,1668.1077,361.3251,4.3784533,,17-05-2020
173,117,1.2833 103.8333,1691.5712,370.13016,4.4977317,,18-05-2020
174,60,28.1667 84.25,5.3535786,-0.000151262,0.000144468,,22-03-2020
175,61,28.1667 84.25,6.8368726,-0.000151262,0.000144468,,23-03-2020
176,62,28.1667 84.25,11.04898,-0.000151262,0.000144468,,24-03-2020
177,63,28.1667 84.25,15.923015,-0.000151262,0.000144468,,25-03-2020
178,64,28.1667 84.25,20.797045,-0.000151262,0.000144468,,26-03-2020
179,65,28.1667 84.25,25.6711,0.44964164,0.000144468,,27-03-2020
180,66,28.1667 84.25,30.54514,1.2348182,0.000144468,,28-03-2020
181,67,28.1667 84.25,38.716606,2.0200086,0.000144468,,29-03-2020
182,68,28.1667 84.25,47.653862,2.8051689,0.000144468,,30-03-2020
183,69,28.1667 84.25,56.59109,3.5903566,0.000144468,,31-03-2020
184,70,28.1667 84.25,65.52832,4.375523,0.000144468,,01-04-2020
185,71,28.1667 84.25,74.46559,5.160689,0.000144468,,02-04-2020
186,72,28.1667 84.25,83.40282,5.9458637,0.000144468,,03-04-2020
187,73,28.1667 84.25,92.39827,6.731038,0.000144468,,04-04-2020
188,74,28.1667 84.25,101.40436,7.516224,0.000144468,,05-04-2020
189,75,28.1667 84.25,110.410484,8.301393,0.000144468,,06-04-2020
190,76,28.1667 84.25,119.41657,9.086565,0.026147941,,07-04-2020
191,77,28.1667 84.25,136.67233,9.871749,0.12541038,,08-04-2020
192,78,28.1667 84.25,154.14896,10.65691,0.22084574,,09-04-2020
193,79,28.1667 84.25,173.37242,11.442084,0.31518868,,10-04-2020
194,80,28.1667 84.25,194.1652,12.227258,0.4231569,,11-04-2020
195,81,28.1667 84.25,214.958,13.012451,0.5311264,,12-04-2020
196,82,28.1667 84.25,235.75075,13.797615,0.63932353,,13-04-2020
197,83,28.1667 84.25,256.54352,14.589166,0.7485377,,14-04-2020
198,84,28.1667 84.25,277.4009,15.3892355,0.8577534,,15-04-2020
199,85,28.1667 84.25,298.3132,16.189318,0.9669699,,16-04-2020
200,86,28.1667 84.25,319.28452,17.637224,1.0761845,,17-04-2020
201,87,28.1667 84.25,340.6111,19.945803,1.185403,,18-04-2020
202,88,28.1667 84.25,361.9376,22.254347,1.2946193,,19-04-2020
203,89,28.1667 84.25,383.26413,24.562935,1.4038335,,20-04-2020
204,90,28.1667 84.25,404.59067,26.871437,1.5130498,,21-04-2020
205,91,28.1667 84.25,425.91727,29.180002,1.6222649,,22-04-2020
206,92,28.1667 84.25,447.5178,31.53616,1.7314812,,23-04-2020
207,93,28.1667 84.25,470.499,34.468925,1.840697,,24-04-2020
208,94,28.1667 84.25,494.03256,37.401733,1.9563875,,25-04-2020
209,95,28.1667 84.25,519.7321,40.334526,2.0741563,,26-04-2020
210,96,28.1667 84.25,545.4317,43.267307,2.1919255,,27-04-2020
211,97,28.1667 84.25,571.16504,46.2001,2.3096945,,28-04-2020
212,98,28.1667 84.25,596.95337,49.132915,2.4274633,,29-04-2020
213,99,28.1667 84.25,622.7417,52.065735,2.5452325,,30-04-2020
214,100,28.1667 84.25,648.32434,55.325584,2.6630025,,01-05-2020
215,101,28.1667 84.25,673.57544,58.961533,2.7807727,,02-05-2020
216,102,28.1667 84.25,700.2761,62.597443,2.8985388,,03-05-2020
217,103,28.1667 84.25,729.6976,66.2334,3.0163064,,04-05-2020
218,104,28.1667 84.25,759.1194,69.86934,3.1341302,,05-05-2020
219,105,28.1667 84.25,792.32227,73.50523,3.2534106,,06-05-2020
220,106,28.1667 84.25,826.3212,77.14118,3.3726914,,07-05-2020
221,107,28.1667 84.25,860.32007,80.77712,3.4919717,,08-05-2020
222,108,28.1667 84.25,894.319,84.413025,3.6112556,,09-05-2020
223,109,28.1667 84.25,928.31775,88.048935,3.7305348,,10-05-2020
224,110,28.1667 84.25,962.3165,91.684845,3.8498178,,11-05-2020
225,111,28.1667 84.25,996.3148,95.3208,3.9690998,,12-05-2020
226,112,28.1667 84.25,1030.4376,98.95668,4.088382,,13-05-2020
227,113,28.1667 84.25,1066.6132,102.592674,4.2076597,,14-05-2020
228,114,28.1667 84.25,1102.7888,106.22859,4.32694,,15-05-2020
229,115,28.1667 84.25,1138.887,109.86452,4.446221,,16-05-2020
230,116,28.1667 84.25,1174.8092,113.5004,4.565504,,17-05-2020
231,117,28.1667 84.25,1210.7312,117.339745,4.6847854,,18-05-2020
232,60,2.5 112.5,485.2792,50.186493,0.027680233,,22-03-2020
233,61,2.5 112.5,527.8848,52.499832,0.10338158,,23-03-2020
234,62,2.5 112.5,573.3954,54.813164,0.18257816,,24-03-2020
235,63,2.5 112.5,618.9763,57.12652,0.27185193,,25-03-2020
236,64,2.5 112.5,665.8763,59.439857,0.3611259,,26-03-2020
237,65,2.5 112.5,711.66095,61.753204,0.45039794,,27-03-2020
238,66,2.5 112.5,757.5165,64.06654,0.5396715,,28-03-2020
239,67,2.5 112.5,803.3721,66.37993,0.62894416,,29-03-2020
240,68,2.5 112.5,849.22766,68.69327,0.71821773,,30-03-2020
241,69,2.5 112.5,891.1152,71.00658,0.80748975,,31-03-2020
242,70,2.5 112.5,925.3324,73.319916,0.8986517,,01-04-2020
243,71,2.5 112.5,959.5499,75.633286,0.9979126,,02-04-2020
244,72,2.5 112.5,993.76715,77.94661,1.0971723,,03-04-2020
245,73,2.5 112.5,1027.9846,80.34927,1.1964338,,04-04-2020
246,74,2.5 112.5,1062.1654,83.816315,1.2901049,,05-04-2020
247,75,2.5 112.5,1098.4275,87.46201,1.3829216,,06-04-2020
248,76,2.5 112.5,1136.6603,91.1077,1.4762275,,07-04-2020
249,77,2.5 112.5,1174.893,94.753365,1.5702803,,08-04-2020
250,78,2.5 112.5,1213.1261,98.399055,1.6643335,,09-04-2020
251,79,2.5 112.5,1251.3585,102.04476,1.7583863,,10-04-2020
252,80,2.5 112.5,1289.5913,105.69045,1.8675927,,11-04-2020
253,81,2.5 112.5,1327.8243,109.336136,1.976809,,12-04-2020
254,82,2.5 112.5,1366.0568,112.98184,2.086024,,13-04-2020
255,83,2.5 112.5,1404.2897,117.19611,2.1952393,,14-04-2020
256,84,2.5 112.5,1439.1505,121.51778,2.304455,,15-04-2020
257,85,2.5 112.5,1472.7155,125.83958,2.4136724,,16-04-2020
258,86,2.5 112.5,1506.2802,130.1613,2.5228882,,17-04-2020
259,87,2.5 112.5,1539.8451,134.4831,2.6321049,,18-04-2020
260,88,2.5 112.5,1569.9513,138.80481,2.7429883,,19-04-2020
261,89,2.5 112.5,1598.528,143.12662,2.8607557,,20-04-2020
262,90,2.5 112.5,1627.1542,147.44827,2.9785247,,21-04-2020
263,91,2.5 112.5,1653.2699,151.77008,3.0962932,,22-04-2020
264,92,2.5 112.5,1678.9615,156.40782,3.2140617,,23-04-2020
265,93,2.5 112.5,1704.6534,161.94014,3.3318315,,24-04-2020
266,94,2.5 112.5,1730.3453,167.48529,3.4496002,,25-04-2020
267,95,2.5 112.5,1757.1757,173.03033,3.5673683,,26-04-2020
268,96,2.5 112.5,1784.1886,178.57541,3.6864645,,27-04-2020
269,97,2.5 112.5,1811.2013,184.12051,3.8057473,,28-04-2020
270,98,2.5 112.5,1838.2141,189.77377,3.9250288,,29-04-2020
271,99,2.5 112.5,1865.2268,195.7631,4.044309,,30-04-2020
272,100,2.5 112.5,1892.2396,201.75232,4.163593,,01-05-2020
273,101,2.5 112.5,1920.414,207.74161,4.282875,,02-05-2020
274,102,2.5 112.5,1948.7039,213.73094,4.4021525,,03-05-2020
275,103,2.5 112.5,1976.9938,219.95615,4.5214334,,04-05-2020
276,104,2.5 112.5,2005.2838,226.44536,4.640717,,05-05-2020
277,105,2.5 112.5,2033.574,232.93457,4.759997,,06-05-2020
278,106,2.5 112.5,2061.864,239.42389,4.879279,,07-05-2020
279,107,2.5 112.5,2090.154,245.99583,4.99856,,08-05-2020
280,108,2.5 112.5,2118.4443,252.91972,5.1204925,,09-05-2020
281,109,2.5 112.5,2146.5862,259.84384,5.242432,,10-05-2020
282,110,2.5 112.5,2172.7683,266.76788,5.364374,,11-05-2020
283,111,2.5 112.5,2199.2712,273.87076,5.486315,,12-05-2020
284,112,2.5 112.5,2226.0662,281.22052,5.608255,,13-05-2020
285,113,2.5 112.5,2252.8604,288.57034,5.730195,,14-05-2020
286,114,2.5 112.5,2279.656,295.9202,5.8521333,,15-05-2020
287,115,2.5 112.5,2307.4312,303.78024,5.9740753,,16-05-2020
288,116,2.5 112.5,2335.4006,311.68533,6.0960155,,17-05-2020
289,117,2.5 112.5,2363.3708,319.87836,6.2179565,,18-05-2020
290,60,49.2827 -123.1207,152.92104,1.7771662,1.299086,,22-03-2020
291,61,49.2827 -123.1207,172.53099,2.5623462,1.4143082,,23-03-2020
292,62,49.2827 -123.1207,192.14102,3.3475316,1.5208678,,24-03-2020
293,63,49.2827 -123.1207,211.75095,4.132696,1.6136848,,25-03-2020
294,64,49.2827 -123.1207,231.36092,4.9178843,1.7065014,,26-03-2020
295,65,49.2827 -123.1207,250.68666,5.7030463,1.800537,,27-03-2020
296,66,49.2827 -123.1207,268.7173,6.4882236,1.8945904,,28-03-2020
297,67,49.2827 -123.1207,286.74792,7.273407,1.9909723,,29-03-2020
298,68,49.2827 -123.1207,304.77866,8.058575,2.1001885,,30-03-2020
299,69,49.2827 -123.1207,322.80923,8.843746,2.2094045,,31-03-2020
300,70,49.2827 -123.1207,340.83987,9.62892,2.318621,,01-04-2020
301,71,49.2827 -123.1207,358.87057,10.414096,2.4278362,,02-04-2020
302,72,49.2827 -123.1207,377.4836,11.199265,2.5370507,,03-04-2020
303,73,49.2827 -123.1207,396.80084,11.984435,2.6462672,,04-04-2020
304,74,49.2827 -123.1207,416.11807,12.7830305,2.7554836,,05-04-2020
305,75,49.2827 -123.1207,435.43533,13.583101,2.8647,,06-04-2020
306,76,49.2827 -123.1207,454.7526,14.38318,2.9817145,,07-04-2020
307,77,49.2827 -123.1207,474.0698,15.211167,3.0994835,,08-04-2020
308,78,49.2827 -123.1207,493.3357,17.185291,3.2172515,,09-04-2020
309,79,49.2827 -123.1207,512.0121,19.493828,3.3350203,,10-04-2020
310,80,49.2827 -123.1207,530.6066,21.802395,3.45279,,11-04-2020
311,81,49.2827 -123.1207,550.0297,24.110949,3.5705585,,12-04-2020
312,82,49.2827 -123.1207,572.4142,26.41949,3.6895146,,13-04-2020
313,83,49.2827 -123.1207,594.79865,28.727983,3.808796,,14-04-2020
314,84,49.2827 -123.1207,617.18317,31.036531,3.928075,,15-04-2020
315,85,49.2827 -123.1207,638.52246,33.345108,4.0473585,,16-04-2020
316,86,49.2827 -123.1207,658.4853,35.653625,4.1666408,,17-04-2020
317,87,49.2827 -123.1207,678.4481,38.563046,4.285921,,18-04-2020
318,88,49.2827 -123.1207,698.42017,41.495842,4.4052024,,19-04-2020
319,89,49.2827 -123.1207,718.42566,44.428673,4.5244827,,20-04-2020
320,90,49.2827 -123.1207,740.08044,47.361454,4.6457014,,21-04-2020
321,91,49.2827 -123.1207,763.3855,50.294262,4.767643,,22-04-2020
322,92,49.2827 -123.1207,786.68994,53.227123,4.889582,,23-04-2020
323,93,49.2827 -123.1207,809.9933,56.61615,5.011524,,24-04-2020
324,94,49.2827 -123.1207,835.4269,60.25209,5.1334634,,25-04-2020
325,95,49.2827 -123.1207,863.8496,63.888027,5.2554045,,26-04-2020
326,96,49.2827 -123.1207,892.2721,67.523926,5.3773437,,27-04-2020
327,97,49.2827 -123.1207,920.67566,71.159805,5.499285,,28-04-2020
328,98,49.2827 -123.1207,948.8534,74.795715,5.621226,,29-04-2020
329,99,49.2827 -123.1207,977.03156,78.43166,5.7431674,,30-04-2020
330,100,49.2827 -123.1207,1005.20953,82.06761,5.8651075,,01-05-2020
331,101,49.2827 -123.1207,1034.1122,85.703476,5.987049,,02-05-2020
332,102,49.2827 -123.1207,1063.0955,89.33942,6.1089864,,03-05-2020
333,103,49.2827 -123.1207,1092.1583,92.97542,6.230926,,04-05-2020
334,104,49.2827 -123.1207,1121.3203,96.611336,6.352867,,05-05-2020
335,105,49.2827 -123.1207,1150.482,100.24724,6.474809,,06-05-2020
336,106,49.2827 -123.1207,1178.7606,103.883194,6.5967503,,07-05-2020
337,107,49.2827 -123.1207,1206.421,107.5191,6.718689,,08-05-2020
338,108,49.2827 -123.1207,1231.5192,111.17679,6.840631,,09-05-2020
339,109,49.2827 -123.1207,1256.6173,115.48309,6.962569,,10-05-2020
340,110,49.2827 -123.1207,1281.7158,119.789276,7.0845127,,11-05-2020
341,111,49.2827 -123.1207,1306.8141,124.09558,7.2064514,,12-05-2020
342,112,49.2827 -123.1207,1331.9124,128.40167,7.3283935,,13-05-2020
343,113,49.2827 -123.1207,1357.0106,132.70798,7.4503307,,14-05-2020
344,114,49.2827 -123.1207,1382.4055,137.01413,7.5722733,,15-05-2020
345,115,49.2827 -123.1207,1408.2933,141.63495,7.6942124,,16-05-2020
346,116,49.2827 -123.1207,1434.181,146.36292,7.816154,,17-05-2020
347,117,49.2827 -123.1207,1460.0692,151.09937,7.9380937,,18-05-2020
348,60,-33.8688 151.2093,241.82509,1.0025525,2.418822,,22-03-2020
349,61,-33.8688 151.2093,263.16174,1.7877415,2.5161588,,23-03-2020
350,62,-33.8688 151.2093,284.49838,2.5729158,2.6103332,,24-03-2020
351,63,-33.8688 151.2093,304.6404,3.3580897,2.7043855,,25-03-2020
352,64,-33.8688 151.2093,325.5145,4.143258,2.810452,,26-03-2020
353,65,-33.8688 151.2093,346.70956,4.928435,2.9196677,,27-03-2020
354,66,-33.8688 151.2093,367.90457,5.713618,3.0288842,,28-03-2020
355,67,-33.8688 151.2093,389.24966,6.498792,3.1380987,,29-03-2020
356,68,-33.8688 151.2093,411.4561,7.283972,3.2483547,,30-03-2020
357,69,-33.8688 151.2093,436.45828,8.069141,3.3590834,,31-03-2020
358,70,-33.8688 151.2093,461.4607,8.854327,3.469812,,01-04-2020
359,71,-33.8688 151.2093,486.463,9.639492,3.5805404,,02-04-2020
360,72,-33.8688 151.2093,511.46536,10.424664,3.6912677,,03-04-2020
361,73,-33.8688 151.2093,536.4675,11.209848,3.8019965,,04-04-2020
362,74,-33.8688 151.2093,561.46985,11.995013,3.912725,,05-04-2020
363,75,-33.8688 151.2093,584.4448,12.794767,4.0234528,,06-04-2020
364,76,-33.8688 151.2093,609.2118,13.594849,4.1341815,,07-04-2020
365,77,-33.8688 151.2093,636.21747,14.394916,4.2509446,,08-04-2020
366,78,-33.8688 151.2093,665.021,15.19499,4.370225,,09-04-2020
367,79,-33.8688 151.2093,697.199,16.3161,4.4918456,,10-04-2020
368,80,-33.8688 151.2093,730.36206,18.346659,4.6137857,,11-04-2020
369,81,-33.8688 151.2093,763.4525,20.655245,4.735727,,12-04-2020
370,82,-33.8688 151.2093,796.60754,22.96376,4.8576674,,13-04-2020
371,83,-33.8688 151.2093,830.498,25.272263,4.979607,,14-04-2020
372,84,-33.8688 151.2093,864.3884,27.580776,5.101548,,15-04-2020
373,85,-33.8688 151.2093,898.27875,29.889322,5.2234893,,16-04-2020
