,DateP,confirmed cases,recoved cases,death cases,Long,Lat
17274,09-05-2020,725,49,3,-119.6963,37.2519
17275,10-05-2020,755,52,4,-119.6963,37.2519
17276,11-05-2020,784,56,4,-119.6963,37.2519
17277,12-05-2020,816,60,4,-119.6963,37.2519
17278,13-05-2020,850,63,4,-119.6963,37.2519
17279,14-05-2020,884,67,4,-119.6963,37.2519
17280,15-05-2020,918,70,4,-119.6963,37.2519
17281,16-05-2020,952,74,4,-119.6963,37.2519
17282,17-05-2020,986,78,4,-119.6963,37.2519
17283,18-05-2020,1020,81,4,-119.6963,37.2519
17284,22-03-2020,0,0,0,-122.1295,47.0676
17285,23-03-2020,0,0,0,-122.1295,47.0676
17286,24-03-2020,0,0,0,-122.1295,47.0676
17287,25-03-2020,0,0,0,-122.1295,47.0676
17288,26-03-2020,1,0,0,-122.1295,47.0676
17289,27-03-2020,3,0,0,-122.1295,47.0676
17290,28-03-2020,4,0,0,-122.1295,47.0676
17291,29-03-2020,6,0,0,-122.1295,47.0676
17292,30-03-2020,7,0,0,-122.1295,47.0676
17293,31-03-2020,11,0,0,-122.1295,47.0676
17294,01-04-2020,16,0,0,-122.1295,47.0676
17295,02-04-2020,21,0,0,-122.1295,47.0676
17296,03-04-2020,26,0,0,-122.1295,47.0676
17297,04-04-2020,31,0,0,-122.1295,47.0676
17298,05-04-2020,38,0,0,-122.1295,47.0676
17299,06-04-2020,47,1,0,-122.1295,47.0676
17300,07-04-2020,56,2,0,-122.1295,47.0676
17301,08-04-2020,64,3,0,-122.1295,47.0676
17302,09-04-2020,73,4,0,-122.1295,47.0676
17303,10-04-2020,82,4,0,-122.1295,47.0676
17304,11-04-2020,91,5,0,-122.1295,47.0676
17305,12-04-2020,100,6,0,-122.1295,47.0676
17306,13-04-2020,109,7,0,-122.1295,47.0676
17307,14-04-2020,118,8,0,-122.1295,47.0676
17308,15-04-2020,127,8,1,-122.1295,47.0676
17309,16-04-2020,139,9,1,-122.1295,47.0676
17310,17-04-2020,156,10,1,-122.1295,47.0676
17311,18-04-2020,174,11,1,-122.1295,47.0676
17312,19-04-2020,191,11,1,-122.1295,47.0676
17313,20-04-2020,211,12,1,-122.1295,47.0676
17314,21-04-2020,232,13,1,-122.1295,47.0676
17315,22-04-2020,252,14,1,-122.1295,47.0676
17316,23-04-2020,273,15,1,-122.1295,47.0676
17317,24-04-2020,294,15,2,-122.1295,47.0676
17318,25-04-2020,314,16,2,-122.1295,47.0676
17319,26-04-2020,335,18,2,-122.1295,47.0676
17320,27-04-2020,356,20,2,-122.1295,47.0676
17321,28-04-2020,376,22,2,-122.1295,47.0676
17322,29-04-2020,397,25,2,-122.1295,47.0676
17323,30-04-2020,418,28,2,-122.1295,47.0676
17324,01-05-2020,439,31,2,-122.1295,47.0676
17325,02-05-2020,461,34,2,-122.1295,47.0676
17326,03-05-2020,482,37,3,-122.1295,47.0676
17327,04-05-2020,503,40,3,-122.1295,47.0676
17328,05-05-2020,526,43,3,-122.1295,47.0676
17329,06-05-2020,550,47,3,-122.1295,47.0676
17330,07-05-2020,576,50,3,-122.1295,47.0676
17331,08-05-2020,602,54,3,-122.1295,47.0676
17332,09-05-2020,627,58,3,-122.1295,47.0676
17333,10-05-2020,653,61,3,-122.1295,47.0676
17334,11-05-2020,679,65,3,-122.1295,47.0676
17335,12-05-2020,704,69,4,-122.1295,47.0676
17336,13-05-2020,729,72,4,-122.1295,47.0676
17337,14-05-2020,754,76,4,-122.1295,47.0676
17338,15-05-2020,783,79,4,-122.1295,47.0676
17339,16-05-2020,812,83,4,-122.1295,47.0676
17340,17-05-2020,842,87,4,-122.1295,47.0676
17341,18-05-2020,876,90,4,-122.1295,47.0676
17342,22-03-2020,0,0,0,-95.941,36.1593
17343,23-03-2020,0,0,0,-95.941,36.1593
17344,24-03-2020,1,0,0,-95.941,36.1593
17345,25-03-2020,2,0,0,-95.941,36.1593
17346,26-03-2020,4,0,0,-95.941,36.1593
17347,27-03-2020,5,0,0,-95.941,36.1593
17348,28-03-2020,7,0,0,-95.941,36.1593
17349,29-03-2020,11,0,0,-95.941,36.1593
17350,30-03-2020,16,0,0,-95.941,36.1593
17351,31-03-2020,21,1,0,-95.941,36.1593
17352,01-04-2020,26,1,0,-95.941,36.1593
17353,02-04-2020,31,2,0,-95.941,36.1593
17354,03-04-2020,39,3,0,-95.941,36.1593
17355,04-04-2020,48,4,0,-95.941,36.1593
17356,05-04-2020,57,5,0,-95.941,36.1593
17357,06-04-2020,66,5,0,-95.941,36.1593
17358,07-04-2020,75,6,0,-95.941,36.1593
17359,08-04-2020,84,7,0,-95.941,36.1593
17360,09-04-2020,93,8,0,-95.941,36.1593
17361,10-04-2020,102,9,0,-95.941,36.1593
17362,11-04-2020,111,9,0,-95.941,36.1593
17363,12-04-2020,120,10,0,-95.941,36.1593
17364,13-04-2020,130,11,1,-95.941,36.1593
17365,14-04-2020,147,12,1,-95.941,36.1593
17366,15-04-2020,165,12,1,-95.941,36.1593
17367,16-04-2020,182,13,1,-95.941,36.1593
17368,17-04-2020,203,14,1,-95.941,36.1593
17369,18-04-2020,224,15,1,-95.941,36.1593
17370,19-04-2020,244,16,1,-95.941,36.1593
17371,20-04-2020,265,16,1,-95.941,36.1593
17372,21-04-2020,286,17,1,-95.941,36.1593
17373,22-04-2020,307,19,2,-95.941,36.1593
17374,23-04-2020,328,22,2,-95.941,36.1593
17375,24-04-2020,348,24,2,-95.941,36.1593
17376,25-04-2020,369,26,2,-95.941,36.1593
17377,26-04-2020,390,29,2,-95.941,36.1593
17378,27-04-2020,411,32,2,-95.941,36.1593
17379,28-04-2020,432,35,2,-95.941,36.1593
17380,29-04-2020,452,38,2,-95.941,36.1593
17381,30-04-2020,473,41,2,-95.941,36.1593
17382,01-05-2020,495,43,3,-95.941,36.1593
17383,02-05-2020,518,46,3,-95.941,36.1593
17384,03-05-2020,545,49,3,-95.941,36.1593
17385,04-05-2020,571,52,3,-95.941,36.1593
17386,05-05-2020,596,56,3,-95.941,36.1593
17387,06-05-2020,622,60,3,-95.941,36.1593
17388,07-05-2020,648,63,3,-95.941,36.1593
17389,08-05-2020,674,67,3,-95.941,36.1593
17390,09-05-2020,699,71,3,-95.941,36.1593
17391,10-05-2020,725,74,4,-95.941,36.1593
17392,11-05-2020,752,78,4,-95.941,36.1593
17393,12-05-2020,782,81,4,-95.941,36.1593
17394,13-05-2020,811,85,4,-95.941,36.1593
17395,14-05-2020,844,89,4,-95.941,36.1593
17396,15-05-2020,878,92,4,-95.941,36.1593
17397,16-05-2020,912,96,4,-95.941,36.1593
17398,17-05-2020,946,100,4,-95.941,36.1593
17399,18-05-2020,980,103,5,-95.941,36.1593
17400,22-03-2020,0,0,0,-104.9389,39.2587
17401,23-03-2020,0,0,0,-104.9389,39.2587
17402,24-03-2020,0,0,0,-104.9389,39.2587
17403,25-03-2020,1,0,0,-104.9389,39.2587
17404,26-03-2020,2,0,0,-104.9389,39.2587
17405,27-03-2020,4,0,0,-104.9389,39.2587
17406,28-03-2020,5,0,0,-104.9389,39.2587
17407,29-03-2020,7,0,0,-104.9389,39.2587
17408,30-03-2020,10,0,0,-104.9389,39.2587
17409,31-03-2020,15,0,0,-104.9389,39.2587
17410,01-04-2020,20,0,0,-104.9389,39.2587
17411,02-04-2020,25,0,0,-104.9389,39.2587
17412,03-04-2020,30,0,0,-104.9389,39.2587
17413,04-04-2020,36,0,0,-104.9389,39.2587
17414,05-04-2020,45,0,0,-104.9389,39.2587
17415,06-04-2020,54,0,0,-104.9389,39.2587
17416,07-04-2020,62,0,0,-104.9389,39.2587
17417,08-04-2020,71,1,0,-104.9389,39.2587
17418,09-04-2020,80,2,0,-104.9389,39.2587
17419,10-04-2020,89,2,0,-104.9389,39.2587
17420,11-04-2020,98,3,0,-104.9389,39.2587
17421,12-04-2020,107,4,0,-104.9389,39.2587
17422,13-04-2020,116,5,0,-104.9389,39.2587
17423,14-04-2020,125,6,1,-104.9389,39.2587
17424,15-04-2020,136,6,1,-104.9389,39.2587
17425,16-04-2020,153,7,1,-104.9389,39.2587
17426,17-04-2020,170,8,1,-104.9389,39.2587
17427,18-04-2020,188,9,1,-104.9389,39.2587
17428,19-04-2020,208,9,1,-104.9389,39.2587
17429,20-04-2020,229,10,1,-104.9389,39.2587
17430,21-04-2020,250,11,1,-104.9389,39.2587
17431,22-04-2020,270,12,1,-104.9389,39.2587
17432,23-04-2020,291,13,1,-104.9389,39.2587
17433,24-04-2020,312,13,2,-104.9389,39.2587
17434,25-04-2020,333,14,2,-104.9389,39.2587
17435,26-04-2020,354,15,2,-104.9389,39.2587
17436,27-04-2020,374,16,2,-104.9389,39.2587
17437,28-04-2020,395,16,2,-104.9389,39.2587
17438,29-04-2020,416,17,2,-104.9389,39.2587
17439,30-04-2020,437,19,2,-104.9389,39.2587
17440,01-05-2020,458,21,2,-104.9389,39.2587
17441,02-05-2020,480,24,3,-104.9389,39.2587
17442,03-05-2020,501,27,3,-104.9389,39.2587
17443,04-05-2020,524,30,3,-104.9389,39.2587
17444,05-05-2020,548,33,3,-104.9389,39.2587
17445,06-05-2020,574,36,3,-104.9389,39.2587
17446,07-05-2020,599,39,3,-104.9389,39.2587
17447,08-05-2020,625,42,3,-104.9389,39.2587
17448,09-05-2020,651,45,3,-104.9389,39.2587
17449,10-05-2020,677,48,3,-104.9389,39.2587
17450,11-05-2020,702,52,4,-104.9389,39.2587
17451,12-05-2020,727,55,4,-104.9389,39.2587
17452,13-05-2020,753,59,4,-104.9389,39.2587
17453,14-05-2020,780,63,4,-104.9389,39.2587
17454,15-05-2020,810,66,4,-104.9389,39.2587
17455,16-05-2020,839,70,4,-104.9389,39.2587
17456,17-05-2020,872,74,4,-104.9389,39.2587
17457,18-05-2020,906,77,4,-104.9389,39.2587
17458,22-03-2020,0,0,0,-71.4774,41.8882
17459,23-03-2020,0,0,0,-71.4774,41.8882
17460,24-03-2020,2,0,0,-71.4774,41.8882
17461,25-03-2020,3,0,0,-71.4774,41.8882
17462,26-03-2020,5,0,0,-71.4774,41.8882
17463,27-03-2020,6,0,0,-71.4774,41.8882
17464,28-03-2020,9,0,0,-71.4774,41.8882
17465,29-03-2020,14,0,0,-71.4774,41.8882
17466,30-03-2020,19,0,0,-71.4774,41.8882
17467,31-03-2020,24,0,0,-71.4774,41.8882
17468,01-04-2020,29,0,0,-71.4774,41.8882
17469,02-04-2020,35,0,0,-71.4774,41.8882
17470,03-04-2020,44,1,0,-71.4774,41.8882
17471,04-04-2020,53,2,0,-71.4774,41.8882
17472,05-04-2020,62,3,0,-71.4774,41.8882
17473,06-04-2020,71,4,0,-71.4774,41.8882
17474,07-04-2020,80,4,0,-71.4774,41.8882
17475,08-04-2020,89,5,0,-71.4774,41.8882
17476,09-04-2020,98,6,1,-71.4774,41.8882
17477,10-04-2020,107,7,1,-71.4774,41.8882
17478,11-04-2020,116,7,1,-71.4774,41.8882
17479,12-04-2020,125,8,1,-71.4774,41.8882
17480,13-04-2020,139,9,1,-71.4774,41.8882
17481,14-04-2020,156,10,1,-71.4774,41.8882
17482,15-04-2020,173,11,1,-71.4774,41.8882
17483,16-04-2020,193,11,1,-71.4774,41.8882
17484,17-04-2020,214,12,1,-71.4774,41.8882
17485,18-04-2020,234,13,1,-71.4774,41.8882
17486,19-04-2020,255,14,2,-71.4774,41.8882
17487,20-04-2020,276,15,2,-71.4774,41.8882
17488,21-04-2020,297,15,2,-71.4774,41.8882
17489,22-04-2020,317,16,2,-71.4774,41.8882
17490,23-04-2020,338,17,2,-71.4774,41.8882
17491,24-04-2020,360,18,2,-71.4774,41.8882
17492,25-04-2020,381,21,2,-71.4774,41.8882
17493,26-04-2020,402,23,2,-71.4774,41.8882
17494,27-04-2020,423,25,2,-71.4774,41.8882
17495,28-04-2020,445,28,3,-71.4774,41.8882
17496,29-04-2020,466,31,3,-71.4774,41.8882
17497,30-04-2020,488,34,3,-71.4774,41.8882
17498,01-05-2020,511,36,3,-71.4774,41.8882
17499,02-05-2020,537,39,3,-71.4774,41.8882
17500,03-05-2020,562,42,3,-71.4774,41.8882
17501,04-05-2020,588,45,3,-71.4774,41.8882
17502,05-05-2020,614,48,3,-71.4774,41.8882
17503,06-05-2020,639,51,3,-71.4774,41.8882
17504,07-05-2020,665,55,4,-71.4774,41.8882
17505,08-05-2020,691,58,4,-71.4774,41.8882
17506,09-05-2020,716,62,4,-71.4774,41.8882
17507,10-05-2020,743,66,4,-71.4774,41.8882
17508,11-05-2020,772,69,4,-71.4774,41.8882
17509,12-05-2020,802,73,4,-71.4774,41.8882
17510,13-05-2020,835,77,4,-71.4774,41.8882
17511,14-05-2020,869,80,4,-71.4774,41.8882
17512,15-05-2020,903,84,5,-71.4774,41.8882
17513,16-05-2020,937,87,5,-71.4774,41.8882
17514,17-05-2020,971,91,5,-71.4774,41.8882
17515,18-05-2020,1005,95,5,-71.4774,41.8882
17516,22-03-2020,0,0,0,-79.1781,35.7211
17517,23-03-2020,0,0,0,-79.1781,35.7211
17518,24-03-2020,0,0,0,-79.1781,35.7211
17519,25-03-2020,1,0,0,-79.1781,35.7211
17520,26-03-2020,3,0,0,-79.1781,35.7211
17521,27-03-2020,4,0,0,-79.1781,35.7211
17522,28-03-2020,5,0,0,-79.1781,35.7211
17523,29-03-2020,7,0,0,-79.1781,35.7211
17524,30-03-2020,12,0,0,-79.1781,35.7211
17525,31-03-2020,16,0,0,-79.1781,35.7211
17526,01-04-2020,21,0,0,-79.1781,35.7211
17527,02-04-2020,26,1,0,-79.1781,35.7211
17528,03-04-2020,32,2,0,-79.1781,35.7211
17529,04-04-2020,41,3,0,-79.1781,35.7211
17530,05-04-2020,50,4,0,-79.1781,35.7211
17531,06-04-2020,59,4,0,-79.1781,35.7211
17532,07-04-2020,68,5,0,-79.1781,35.7211
17533,08-04-2020,77,6,0,-79.1781,35.7211
17534,09-04-2020,85,7,0,-79.1781,35.7211
17535,10-04-2020,94,7,0,-79.1781,35.7211
17536,11-04-2020,103,8,0,-79.1781,35.7211
17537,12-04-2020,112,9,0,-79.1781,35.7211
17538,13-04-2020,121,10,1,-79.1781,35.7211
17539,14-04-2020,133,11,1,-79.1781,35.7211
17540,15-04-2020,150,11,1,-79.1781,35.7211
17541,16-04-2020,167,12,1,-79.1781,35.7211
17542,17-04-2020,185,13,1,-79.1781,35.7211
17543,18-04-2020,206,14,1,-79.1781,35.7211
17544,19-04-2020,226,15,1,-79.1781,35.7211
17545,20-04-2020,247,15,1,-79.1781,35.7211
17546,21-04-2020,268,16,1,-79.1781,35.7211
17547,22-04-2020,289,17,2,-79.1781,35.7211
17548,23-04-2020,310,19,2,-79.1781,35.7211
17549,24-04-2020,330,21,2,-79.1781,35.7211
17550,25-04-2020,351,23,2,-79.1781,35.7211
17551,26-04-2020,372,26,2,-79.1781,35.7211
17552,27-04-2020,393,29,2,-79.1781,35.7211
17553,28-04-2020,414,32,2,-79.1781,35.7211
17554,29-04-2020,435,35,2,-79.1781,35.7211
17555,30-04-2020,456,38,2,-79.1781,35.7211
17556,01-05-2020,478,41,3,-79.1781,35.7211
17557,02-05-2020,500,44,3,-79.1781,35.7211
17558,03-05-2020,525,47,3,-79.1781,35.7211
17559,04-05-2020,553,50,3,-79.1781,35.7211
17560,05-05-2020,579,53,3,-79.1781,35.7211
17561,06-05-2020,605,57,3,-79.1781,35.7211
17562,07-05-2020,631,61,3,-79.1781,35.7211
17563,08-05-2020,656,64,3,-79.1781,35.7211
17564,09-05-2020,682,68,4,-79.1781,35.7211
17565,10-05-2020,708,72,4,-79.1781,35.7211
17566,11-05-2020,735,75,4,-79.1781,35.7211
17567,12-05-2020,765,79,4,-79.1781,35.7211
17568,13-05-2020,794,82,4,-79.1781,35.7211
17569,14-05-2020,828,86,4,-79.1781,35.7211
17570,15-05-2020,862,90,4,-79.1781,35.7211
17571,16-05-2020,896,93,4,-79.1781,35.7211
17572,17-05-2020,930,97,4,-79.1781,35.7211
17573,18-05-2020,964,101,5,-79.1781,35.7211
17574,22-03-2020,0,0,0,-75.3879,39.9078
17575,23-03-2020,0,0,0,-75.3879,39.9078
17576,24-03-2020,0,0,0,-75.3879,39.9078
17577,25-03-2020,0,0,0,-75.3879,39.9078
17578,26-03-2020,2,0,0,-75.3879,39.9078
17579,27-03-2020,3,0,0,-75.3879,39.9078
17580,28-03-2020,5,0,0,-75.3879,39.9078
17581,29-03-2020,6,0,0,-75.3879,39.9078
17582,30-03-2020,10,0,0,-75.3879,39.9078
17583,31-03-2020,15,0,0,-75.3879,39.9078
17584,01-04-2020,20,0,0,-75.3879,39.9078
17585,02-04-2020,25,1,0,-75.3879,39.9078
17586,03-04-2020,30,1,0,-75.3879,39.9078
17587,04-04-2020,38,2,0,-75.3879,39.9078
17588,05-04-2020,46,3,0,-75.3879,39.9078
17589,06-04-2020,55,4,0,-75.3879,39.9078
17590,07-04-2020,64,5,0,-75.3879,39.9078
17591,08-04-2020,73,5,0,-75.3879,39.9078
17592,09-04-2020,82,6,0,-75.3879,39.9078
17593,10-04-2020,91,7,0,-75.3879,39.9078
17594,11-04-2020,100,8,0,-75.3879,39.9078
17595,12-04-2020,109,8,0,-75.3879,39.9078
17596,13-04-2020,118,9,0,-75.3879,39.9078
17597,14-04-2020,127,10,0,-75.3879,39.9078
17598,15-04-2020,143,11,0,-75.3879,39.9078
17599,16-04-2020,160,12,1,-75.3879,39.9078
17600,17-04-2020,177,12,1,-75.3879,39.9078
17601,18-04-2020,196,13,1,-75.3879,39.9078
17602,19-04-2020,217,14,1,-75.3879,39.9078
17603,20-04-2020,237,15,1,-75.3879,39.9078
17604,21-04-2020,258,16,1,-75.3879,39.9078
17605,22-04-2020,279,16,1,-75.3879,39.9078
17606,23-04-2020,299,18,1,-75.3879,39.9078
17607,24-04-2020,320,19,1,-75.3879,39.9078
17608,25-04-2020,341,22,2,-75.3879,39.9078
17609,26-04-2020,362,24,2,-75.3879,39.9078
17610,27-04-2020,383,27,2,-75.3879,39.9078
17611,28-04-2020,403,30,2,-75.3879,39.9078
17612,29-04-2020,424,33,2,-75.3879,39.9078
17613,30-04-2020,445,36,2,-75.3879,39.9078
17614,01-05-2020,467,39,2,-75.3879,39.9078
17615,02-05-2020,488,42,2,-75.3879,39.9078
17616,03-05-2020,511,45,3,-75.3879,39.9078
17617,04-05-2020,535,48,3,-75.3879,39.9078
17618,05-05-2020,562,51,3,-75.3879,39.9078
17619,06-05-2020,587,55,3,-75.3879,39.9078
17620,07-05-2020,613,58,3,-75.3879,39.9078
17621,08-05-2020,638,62,3,-75.3879,39.9078
17622,09-05-2020,664,66,3,-75.3879,39.9078
17623,10-05-2020,690,69,3,-75.3879,39.9078
17624,11-05-2020,715,73,3,-75.3879,39.9078
17625,12-05-2020,740,77,4,-75.3879,39.9078
17626,13-05-2020,770,80,4,-75.3879,39.9078
17627,14-05-2020,799,84,4,-75.3879,39.9078
17628,15-05-2020,830,88,4,-75.3879,39.9078
17629,16-05-2020,864,91,4,-75.3879,39.9078
17630,17-05-2020,898,95,4,-75.3879,39.9078
17631,18-05-2020,932,98,4,-75.3879,39.9078
17632,22-03-2020,0,0,0,-96.1951,41.3148
17633,23-03-2020,0,0,0,-96.1951,41.3148
17634,24-03-2020,2,0,0,-96.1951,41.3148
17635,25-03-2020,3,0,0,-96.1951,41.3148
17636,26-03-2020,5,0,0,-96.1951,41.3148
17637,27-03-2020,6,0,0,-96.1951,41.3148
17638,28-03-2020,8,0,0,-96.1951,41.3148
17639,29-03-2020,13,0,0,-96.1951,41.3148
17640,30-03-2020,18,0,0,-96.1951,41.3148
17641,31-03-2020,23,0,0,-96.1951,41.3148
17642,01-04-2020,28,0,0,-96.1951,41.3148
17643,02-04-2020,33,0,0,-96.1951,41.3148
17644,03-04-2020,42,0,0,-96.1951,41.3148
17645,04-04-2020,51,0,0,-96.1951,41.3148
17646,05-04-2020,60,0,0,-96.1951,41.3148
17647,06-04-2020,69,1,0,-96.1951,41.3148
17648,07-04-2020,77,2,0,-96.1951,41.3148
17649,08-04-2020,86,2,0,-96.1951,41.3148
17650,09-04-2020,95,3,1,-96.1951,41.3148
17651,10-04-2020,104,4,1,-96.1951,41.3148
17652,11-04-2020,113,5,1,-96.1951,41.3148
17653,12-04-2020,122,6,1,-96.1951,41.3148
17654,13-04-2020,133,6,1,-96.1951,41.3148
17655,14-04-2020,150,7,1,-96.1951,41.3148
17656,15-04-2020,167,8,1,-96.1951,41.3148
17657,16-04-2020,185,9,1,-96.1951,41.3148
17658,17-04-2020,206,10,1,-96.1951,41.3148
17659,18-04-2020,226,10,2,-96.1951,41.3148
17660,19-04-2020,247,11,2,-96.1951,41.3148
17661,20-04-2020,268,12,2,-96.1951,41.3148
17662,21-04-2020,289,13,2,-96.1951,41.3148
17663,22-04-2020,309,13,2,-96.1951,41.3148
17664,23-04-2020,330,14,2,-96.1951,41.3148
17665,24-04-2020,351,15,2,-96.1951,41.3148
17666,25-04-2020,372,16,2,-96.1951,41.3148
17667,26-04-2020,394,17,2,-96.1951,41.3148
17668,27-04-2020,415,18,3,-96.1951,41.3148
17669,28-04-2020,436,19,3,-96.1951,41.3148
17670,29-04-2020,457,22,3,-96.1951,41.3148
17671,30-04-2020,479,25,3,-96.1951,41.3148
17672,01-05-2020,501,28,3,-96.1951,41.3148
17673,02-05-2020,524,31,3,-96.1951,41.3148
17674,03-05-2020,549,34,3,-96.1951,41.3148
17675,04-05-2020,574,37,3,-96.1951,41.3148
17676,05-05-2020,600,40,3,-96.1951,41.3148
17677,06-05-2020,625,43,4,-96.1951,41.3148
17678,07-05-2020,651,46,4,-96.1951,41.3148
17679,08-05-2020,677,49,4,-96.1951,41.3148
17680,09-05-2020,702,53,4,-96.1951,41.3148
17681,10-05-2020,727,57,4,-96.1951,41.3148
17682,11-05-2020,754,60,4,-96.1951,41.3148
17683,12-05-2020,784,64,4,-96.1951,41.3148
17684,13-05-2020,813,67,4,-96.1951,41.3148
17685,14-05-2020,846,71,5,-96.1951,41.3148
17686,15-05-2020,880,75,5,-96.1951,41.3148
17687,16-05-2020,914,78,5,-96.1951,41.3148
17688,17-05-2020,948,82,5,-96.1951,41.3148
17689,18-05-2020,982,86,5,-96.1951,41.3148
17690,22-03-2020,0,0,0,-84.4803,38.0606
17691,23-03-2020,0,0,0,-84.4803,38.0606
17692,24-03-2020,0,0,0,-84.4803,38.0606
17693,25-03-2020,1,0,0,-84.4803,38.0606
17694,26-03-2020,3,0,0,-84.4803,38.0606
17695,27-03-2020,4,0,0,-84.4803,38.0606
17696,28-03-2020,6,0,0,-84.4803,38.0606
17697,29-03-2020,9,0,0,-84.4803,38.0606
17698,30-03-2020,14,0,0,-84.4803,38.0606
17699,31-03-2020,19,0,0,-84.4803,38.0606
17700,01-04-2020,24,0,0,-84.4803,38.0606
17701,02-04-2020,31,0,0,-84.4803,38.0606
17702,03-04-2020,40,0,0,-84.4803,38.0606
17703,04-04-2020,49,1,0,-84.4803,38.0606
17704,05-04-2020,58,1,0,-84.4803,38.0606
17705,06-04-2020,67,2,0,-84.4803,38.0606
17706,07-04-2020,76,3,0,-84.4803,38.0606
17707,08-04-2020,85,4,0,-84.4803,38.0606
17708,09-04-2020,93,4,0,-84.4803,38.0606
17709,10-04-2020,102,5,0,-84.4803,38.0606
17710,11-04-2020,111,6,1,-84.4803,38.0606
17711,12-04-2020,121,7,1,-84.4803,38.0606
17712,13-04-2020,138,8,1,-84.4803,38.0606
17713,14-04-2020,156,8,1,-84.4803,38.0606
17714,15-04-2020,173,9,1,-84.4803,38.0606
17715,16-04-2020,194,10,1,-84.4803,38.0606
17716,17-04-2020,215,11,1,-84.4803,38.0606
17717,18-04-2020,235,12,1,-84.4803,38.0606
17718,19-04-2020,256,12,1,-84.4803,38.0606
17719,20-04-2020,277,13,1,-84.4803,38.0606
17720,21-04-2020,298,14,2,-84.4803,38.0606
17721,22-04-2020,319,15,2,-84.4803,38.0606
17722,23-04-2020,340,15,2,-84.4803,38.0606
17723,24-04-2020,362,16,2,-84.4803,38.0606
17724,25-04-2020,383,17,2,-84.4803,38.0606
17725,26-04-2020,404,18,2,-84.4803,38.0606
17726,27-04-2020,425,20,2,-84.4803,38.0606
17727,28-04-2020,447,23,2,-84.4803,38.0606
17728,29-04-2020,469,25,2,-84.4803,38.0606
17729,30-04-2020,495,28,3,-84.4803,38.0606
17730,01-05-2020,522,31,3,-84.4803,38.0606
17731,02-05-2020,550,34,3,-84.4803,38.0606
17732,03-05-2020,578,37,3,-84.4803,38.0606
17733,04-05-2020,604,40,3,-84.4803,38.0606
17734,05-05-2020,630,43,3,-84.4803,38.0606
17735,06-05-2020,655,46,3,-84.4803,38.0606
17736,07-05-2020,681,49,3,-84.4803,38.0606
17737,08-05-2020,711,52,4,-84.4803,38.0606
17738,09-05-2020,743,55,4,-84.4803,38.0606
17739,10-05-2020,776,59,4,-84.4803,38.0606
17740,11-05-2020,810,63,4,-84.4803,38.0606
17741,12-05-2020,844,66,4,-84.4803,38.0606
17742,13-05-2020,878,70,4,-84.4803,38.0606
17743,14-05-2020,912,74,4,-84.4803,38.0606
17744,15-05-2020,946,77,4,-84.4803,38.0606
17745,16-05-2020,980,81,4,-84.4803,38.0606
17746,17-05-2020,1014,84,5,-84.4803,38.0606
17747,18-05-2020,1048,88,5,-84.4803,38.0606
17748,22-03-2020,0,0,0,-86.1752,39.8362
17749,23-03-2020,0,0,0,-86.1752,39.8362
17750,24-03-2020,0,0,0,-86.1752,39.8362
17751,25-03-2020,1,0,0,-86.1752,39.8362
17752,26-03-2020,3,0,0,-86.1752,39.8362
17753,27-03-2020,4,0,0,-86.1752,39.8362
17754,28-03-2020,6,0,0,-86.1752,39.8362
17755,29-03-2020,7,0,0,-86.1752,39.8362
17756,30-03-2020,12,0,0,-86.1752,39.8362
17757,31-03-2020,17,0,0,-86.1752,39.8362
17758,01-04-2020,21,0,0,-86.1752,39.8362
17759,02-04-2020,26,1,0,-86.1752,39.8362
17760,03-04-2020,31,2,0,-86.1752,39.8362
17761,04-04-2020,38,3,0,-86.1752,39.8362
17762,05-04-2020,47,3,0,-86.1752,39.8362
17763,06-04-2020,56,4,0,-86.1752,39.8362
17764,07-04-2020,65,5,0,-86.1752,39.8362
17765,08-04-2020,74,6,0,-86.1752,39.8362
17766,09-04-2020,83,7,0,-86.1752,39.8362
17767,10-04-2020,92,7,0,-86.1752,39.8362
17768,11-04-2020,101,8,0,-86.1752,39.8362
17769,12-04-2020,110,9,0,-86.1752,39.8362
17770,13-04-2020,119,10,0,-86.1752,39.8362
17771,14-04-2020,127,10,0,-86.1752,39.8362
17772,15-04-2020,139,11,1,-86.1752,39.8362
17773,16-04-2020,156,12,1,-86.1752,39.8362
17774,17-04-2020,173,13,1,-86.1752,39.8362
17775,18-04-2020,192,14,1,-86.1752,39.8362
17776,19-04-2020,212,14,1,-86.1752,39.8362
17777,20-04-2020,233,15,1,-86.1752,39.8362
17778,21-04-2020,254,16,1,-86.1752,39.8362
17779,22-04-2020,275,17,1,-86.1752,39.8362
17780,23-04-2020,295,18,1,-86.1752,39.8362
17781,24-04-2020,316,20,2,-86.1752,39.8362
17782,25-04-2020,337,23,2,-86.1752,39.8362
17783,26-04-2020,358,25,2,-86.1752,39.8362
17784,27-04-2020,379,28,2,-86.1752,39.8362
17785,28-04-2020,399,31,2,-86.1752,39.8362
17786,29-04-2020,420,34,2,-86.1752,39.8362
17787,30-04-2020,441,36,2,-86.1752,39.8362
17788,01-05-2020,462,39,2,-86.1752,39.8362
17789,02-05-2020,483,42,2,-86.1752,39.8362
17790,03-05-2020,504,45,3,-86.1752,39.8362
17791,04-05-2020,527,48,3,-86.1752,39.8362
17792,05-05-2020,549,51,3,-86.1752,39.8362
