,DateP,confirmed cases,recoved cases,death cases,Long,Lat
0,22-03-2020,209,24,2,101,15
1,23-03-2020,228,26,2,101,15
2,24-03-2020,247,28,2,101,15
3,25-03-2020,266,31,2,101,15
4,26-03-2020,284,33,2,101,15
5,27-03-2020,301,35,2,101,15
6,28-03-2020,318,38,2,101,15
7,29-03-2020,336,40,2,101,15
8,30-03-2020,353,42,2,101,15
9,31-03-2020,369,44,2,101,15
10,01-04-2020,386,47,2,101,15
11,02-04-2020,403,49,2,101,15
12,03-04-2020,421,51,2,101,15
13,04-04-2020,438,54,2,101,15
14,05-04-2020,456,56,2,101,15
15,06-04-2020,473,58,2,101,15
16,07-04-2020,491,60,2,101,15
17,08-04-2020,512,63,2,101,15
18,09-04-2020,533,65,3,101,15
19,10-04-2020,553,68,3,101,15
20,11-04-2020,572,71,3,101,15
21,12-04-2020,592,74,3,101,15
22,13-04-2020,611,78,3,101,15
23,14-04-2020,631,82,3,101,15
24,15-04-2020,650,85,3,101,15
25,16-04-2020,669,89,3,101,15
26,17-04-2020,692,93,3,101,15
27,18-04-2020,716,96,3,101,15
28,19-04-2020,740,100,4,101,15
29,20-04-2020,766,103,4,101,15
30,21-04-2020,794,107,4,101,15
31,22-04-2020,822,111,4,101,15
32,23-04-2020,850,115,4,101,15
33,24-04-2020,878,119,4,101,15
34,25-04-2020,907,123,4,101,15
35,26-04-2020,936,128,4,101,15
36,27-04-2020,965,132,5,101,15
37,28-04-2020,994,136,5,101,15
38,29-04-2020,1023,141,5,101,15
39,30-04-2020,1052,145,5,101,15
40,01-05-2020,1081,149,5,101,15
41,02-05-2020,1109,154,5,101,15
42,03-05-2020,1138,158,5,101,15
43,04-05-2020,1167,162,5,101,15
44,05-05-2020,1196,167,6,101,15
45,06-05-2020,1225,173,6,101,15
46,07-05-2020,1252,179,6,101,15
47,08-05-2020,1278,184,6,101,15
48,09-05-2020,1304,190,6,101,15
49,10-05-2020,1330,196,6,101,15
50,11-05-2020,1356,202,6,101,15
51,12-05-2020,1382,208,6,101,15
52,13-05-2020,1408,215,7,101,15
53,14-05-2020,1434,222,7,101,15
54,15-05-2020,1460,229,7,101,15
55,16-05-2020,1485,236,7,101,15
56,17-05-2020,1511,243,7,101,15
57,18-05-2020,1537,250,7,101,15
58,22-03-2020,980,128,14,138,36
59,23-03-2020,1003,129,14,138,36
60,24-03-2020,1025,129,14,138,36
61,25-03-2020,1048,129,14,138,36
62,26-03-2020,1070,130,15,138,36
63,27-03-2020,1093,131,15,138,36
64,28-03-2020,1116,132,15,138,36
65,29-03-2020,1142,136,15,138,36
66,30-03-2020,1169,140,15,138,36
67,31-03-2020,1197,144,15,138,36
68,01-04-2020,1231,148,15,138,36
69,02-04-2020,1264,152,15,138,36
70,03-04-2020,1298,156,15,138,36
71,04-04-2020,1333,161,15,138,36
72,05-04-2020,1367,167,15,138,36
73,06-04-2020,1402,168,15,138,36
74,07-04-2020,1433,169,15,138,36
75,08-04-2020,1463,169,15,138,36
76,09-04-2020,1492,169,15,138,36
77,10-04-2020,1521,169,15,138,36
78,11-04-2020,1551,169,15,138,36
79,12-04-2020,1580,170,15,138,36
80,13-04-2020,1610,173,15,138,36
81,14-04-2020,1639,179,15,138,36
82,15-04-2020,1669,185,15,138,36
83,16-04-2020,1698,192,16,138,36
84,17-04-2020,1727,198,16,138,36
85,18-04-2020,1757,205,16,138,36
86,19-04-2020,1786,211,16,138,36
87,20-04-2020,1816,217,16,138,36
88,21-04-2020,1845,224,16,138,36
89,22-04-2020,1874,231,16,138,36
90,23-04-2020,1902,238,16,138,36
91,24-04-2020,1930,246,16,138,36
92,25-04-2020,1958,253,16,138,36
93,26-04-2020,1987,261,16,138,36
94,27-04-2020,2015,269,16,138,36
95,28-04-2020,2044,277,17,138,36
96,29-04-2020,2072,285,17,138,36
97,30-04-2020,2101,293,17,138,36
98,01-05-2020,2129,301,17,138,36
99,02-05-2020,2158,309,17,138,36
100,03-05-2020,2187,318,17,138,36
101,04-05-2020,2211,329,17,138,36
102,05-05-2020,2235,340,17,138,36
103,06-05-2020,2258,351,17,138,36
104,07-05-2020,2281,363,17,138,36
105,08-05-2020,2305,374,17,138,36
106,09-05-2020,2328,385,18,138,36
107,10-05-2020,2352,397,18,138,36
108,11-05-2020,2375,408,18,138,36
109,12-05-2020,2399,420,18,138,36
110,13-05-2020,2422,432,18,138,36
111,14-05-2020,2446,444,18,138,36
112,15-05-2020,2469,456,18,138,36
113,16-05-2020,2493,468,18,138,36
114,17-05-2020,2516,481,18,138,36
115,18-05-2020,2539,493,18,138,36
116,22-03-2020,378,96,0,103.8333,1.2833
117,23-03-2020,396,93,0,103.8333,1.2833
118,24-03-2020,414,91,0,103.8333,1.2833
119,25-03-2020,432,89,0,103.8333,1.2833
120,26-03-2020,451,87,0,103.8333,1.2833
121,27-03-2020,469,85,0,103.8333,1.2833
122,28-03-2020,489,83,0,103.8333,1.2833
123,29-03-2020,509,84,0,103.8333,1.2833
124,30-03-2020,530,86,0,103.8333,1.2833
125,31-03-2020,555,89,0,103.8333,1.2833
126,01-04-2020,580,92,0,103.8333,1.2833
127,02-04-2020,605,95,0,103.8333,1.2833
128,03-04-2020,631,99,0,103.8333,1.2833
129,04-04-2020,656,103,0,103.8333,1.2833
130,05-04-2020,682,106,0,103.8333,1.2833
131,06-04-2020,703,110,0,103.8333,1.2833
132,07-04-2020,725,114,0,103.8333,1.2833
133,08-04-2020,749,118,0,103.8333,1.2833
134,09-04-2020,773,122,0,103.8333,1.2833
135,10-04-2020,796,126,0,103.8333,1.2833
136,11-04-2020,820,131,0,103.8333,1.2833
137,12-04-2020,845,135,0,103.8333,1.2833
138,13-04-2020,870,139,0,103.8333,1.2833
139,14-04-2020,893,144,1,103.8333,1.2833
140,15-04-2020,917,148,1,103.8333,1.2833
141,16-04-2020,940,153,1,103.8333,1.2833
142,17-04-2020,963,158,1,103.8333,1.2833
143,18-04-2020,987,164,1,103.8333,1.2833
144,19-04-2020,1010,169,1,103.8333,1.2833
145,20-04-2020,1033,175,1,103.8333,1.2833
146,21-04-2020,1057,180,1,103.8333,1.2833
147,22-04-2020,1080,186,1,103.8333,1.2833
148,23-04-2020,1103,191,2,103.8333,1.2833
149,24-04-2020,1127,197,2,103.8333,1.2833
150,25-04-2020,1150,203,2,103.8333,1.2833
151,26-04-2020,1173,209,2,103.8333,1.2833
152,27-04-2020,1197,215,2,103.8333,1.2833
153,28-04-2020,1220,221,2,103.8333,1.2833
154,29-04-2020,1243,228,2,103.8333,1.2833
155,30-04-2020,1267,234,2,103.8333,1.2833
156,01-05-2020,1290,241,2,103.8333,1.2833
157,02-05-2020,1313,247,3,103.8333,1.2833
158,03-05-2020,1337,254,3,103.8333,1.2833
159,04-05-2020,1360,260,3,103.8333,1.2833
160,05-05-2020,1384,267,3,103.8333,1.2833
161,06-05-2020,1407,274,3,103.8333,1.2833
162,07-05-2020,1430,282,3,103.8333,1.2833
163,08-05-2020,1454,289,3,103.8333,1.2833
164,09-05-2020,1477,297,3,103.8333,1.2833
165,10-05-2020,1500,305,4,103.8333,1.2833
166,11-05-2020,1524,313,4,103.8333,1.2833
167,12-05-2020,1548,321,4,103.8333,1.2833
168,13-05-2020,1573,329,4,103.8333,1.2833
169,14-05-2020,1597,336,4,103.8333,1.2833
170,15-05-2020,1621,345,4,103.8333,1.2833
171,16-05-2020,1645,353,4,103.8333,1.2833
172,17-05-2020,1668,361,4,103.8333,1.2833
173,18-05-2020,1692,370,4,103.8333,1.2833
174,22-03-2020,5,0,0,84.25,28.1667
175,23-03-2020,7,0,0,84.25,28.1667
176,24-03-2020,11,0,0,84.25,28.1667
177,25-03-2020,16,0,0,84.25,28.1667
178,26-03-2020,21,0,0,84.25,28.1667
179,27-03-2020,26,0,0,84.25,28.1667
180,28-03-2020,31,1,0,84.25,28.1667
181,29-03-2020,39,2,0,84.25,28.1667
182,30-03-2020,48,3,0,84.25,28.1667
183,31-03-2020,57,4,0,84.25,28.1667
184,01-04-2020,66,4,0,84.25,28.1667
185,02-04-2020,74,5,0,84.25,28.1667
186,03-04-2020,83,6,0,84.25,28.1667
187,04-04-2020,92,7,0,84.25,28.1667
188,05-04-2020,101,8,0,84.25,28.1667
189,06-04-2020,110,8,0,84.25,28.1667
190,07-04-2020,119,9,0,84.25,28.1667
191,08-04-2020,137,10,0,84.25,28.1667
192,09-04-2020,154,11,0,84.25,28.1667
193,10-04-2020,173,11,0,84.25,28.1667
194,11-04-2020,194,12,0,84.25,28.1667
195,12-04-2020,215,13,1,84.25,28.1667
196,13-04-2020,236,14,1,84.25,28.1667
197,14-04-2020,257,15,1,84.25,28.1667
198,15-04-2020,277,15,1,84.25,28.1667
199,16-04-2020,298,16,1,84.25,28.1667
200,17-04-2020,319,18,1,84.25,28.1667
201,18-04-2020,341,20,1,84.25,28.1667
202,19-04-2020,362,22,1,84.25,28.1667
203,20-04-2020,383,25,1,84.25,28.1667
204,21-04-2020,405,27,2,84.25,28.1667
205,22-04-2020,426,29,2,84.25,28.1667
206,23-04-2020,448,32,2,84.25,28.1667
207,24-04-2020,470,34,2,84.25,28.1667
208,25-04-2020,494,37,2,84.25,28.1667
209,26-04-2020,520,40,2,84.25,28.1667
210,27-04-2020,545,43,2,84.25,28.1667
211,28-04-2020,571,46,2,84.25,28.1667
212,29-04-2020,597,49,2,84.25,28.1667
213,30-04-2020,623,52,3,84.25,28.1667
214,01-05-2020,648,55,3,84.25,28.1667
215,02-05-2020,674,59,3,84.25,28.1667
216,03-05-2020,700,63,3,84.25,28.1667
217,04-05-2020,730,66,3,84.25,28.1667
218,05-05-2020,759,70,3,84.25,28.1667
219,06-05-2020,792,74,3,84.25,28.1667
220,07-05-2020,826,77,3,84.25,28.1667
221,08-05-2020,860,81,3,84.25,28.1667
222,09-05-2020,894,84,4,84.25,28.1667
223,10-05-2020,928,88,4,84.25,28.1667
224,11-05-2020,962,92,4,84.25,28.1667
225,12-05-2020,996,95,4,84.25,28.1667
226,13-05-2020,1030,99,4,84.25,28.1667
227,14-05-2020,1067,103,4,84.25,28.1667
228,15-05-2020,1103,106,4,84.25,28.1667
229,16-05-2020,1139,110,4,84.25,28.1667
230,17-05-2020,1175,114,5,84.25,28.1667
231,18-05-2020,1211,117,5,84.25,28.1667
232,22-03-2020,485,50,0,112.5,2.5
233,23-03-2020,528,52,0,112.5,2.5
234,24-03-2020,573,55,0,112.5,2.5
235,25-03-2020,619,57,0,112.5,2.5
236,26-03-2020,666,59,0,112.5,2.5
237,27-03-2020,712,62,0,112.5,2.5
238,28-03-2020,758,64,1,112.5,2.5
239,29-03-2020,803,66,1,112.5,2.5
240,30-03-2020,849,69,1,112.5,2.5
241,31-03-2020,891,71,1,112.5,2.5
242,01-04-2020,925,73,1,112.5,2.5
243,02-04-2020,960,76,1,112.5,2.5
244,03-04-2020,994,78,1,112.5,2.5
245,04-04-2020,1028,80,1,112.5,2.5
246,05-04-2020,1062,84,1,112.5,2.5
247,06-04-2020,1098,87,1,112.5,2.5
248,07-04-2020,1137,91,1,112.5,2.5
249,08-04-2020,1175,95,2,112.5,2.5
250,09-04-2020,1213,98,2,112.5,2.5
251,10-04-2020,1251,102,2,112.5,2.5
252,11-04-2020,1290,106,2,112.5,2.5
253,12-04-2020,1328,109,2,112.5,2.5
254,13-04-2020,1366,113,2,112.5,2.5
255,14-04-2020,1404,117,2,112.5,2.5
256,15-04-2020,1439,122,2,112.5,2.5
257,16-04-2020,1473,126,2,112.5,2.5
258,17-04-2020,1506,130,3,112.5,2.5
259,18-04-2020,1540,134,3,112.5,2.5
260,19-04-2020,1570,139,3,112.5,2.5
261,20-04-2020,1599,143,3,112.5,2.5
262,21-04-2020,1627,147,3,112.5,2.5
263,22-04-2020,1653,152,3,112.5,2.5
264,23-04-2020,1679,156,3,112.5,2.5
265,24-04-2020,1705,162,3,112.5,2.5
266,25-04-2020,1730,167,3,112.5,2.5
267,26-04-2020,1757,173,4,112.5,2.5
268,27-04-2020,1784,179,4,112.5,2.5
269,28-04-2020,1811,184,4,112.5,2.5
270,29-04-2020,1838,190,4,112.5,2.5
271,30-04-2020,1865,196,4,112.5,2.5
272,01-05-2020,1892,202,4,112.5,2.5
273,02-05-2020,1920,208,4,112.5,2.5
274,03-05-2020,1949,214,4,112.5,2.5
275,04-05-2020,1977,220,5,112.5,2.5
276,05-05-2020,2005,226,5,112.5,2.5
277,06-05-2020,2034,233,5,112.5,2.5
278,07-05-2020,2062,239,5,112.5,2.5
279,08-05-2020,2090,246,5,112.5,2.5
280,09-05-2020,2118,253,5,112.5,2.5
281,10-05-2020,2147,260,5,112.5,2.5
282,11-05-2020,2173,267,5,112.5,2.5
283,12-05-2020,2199,274,5,112.5,2.5
284,13-05-2020,2226,281,6,112.5,2.5
285,14-05-2020,2253,289,6,112.5,2.5
286,15-05-2020,2280,296,6,112.5,2.5
287,16-05-2020,2307,304,6,112.5,2.5
288,17-05-2020,2335,312,6,112.5,2.5
289,18-05-2020,2363,320,6,112.5,2.5
290,22-03-2020,153,2,1,-123.1207,49.2827
291,23-03-2020,173,3,1,-123.1207,49.2827
292,24-03-2020,192,3,2,-123.1207,49.2827
293,25-03-2020,212,4,2,-123.1207,49.2827
294,26-03-2020,231,5,2,-123.1207,49.2827
295,27-03-2020,251,6,2,-123.1207,49.2827
296,28-03-2020,269,6,2,-123.1207,49.2827
297,29-03-2020,287,7,2,-123.1207,49.2827
298,30-03-2020,305,8,2,-123.1207,49.2827
299,31-03-2020,323,9,2,-123.1207,49.2827
300,01-04-2020,341,10,2,-123.1207,49.2827
301,02-04-2020,359,10,2,-123.1207,49.2827
302,03-04-2020,377,11,3,-123.1207,49.2827
303,04-04-2020,397,12,3,-123.1207,49.2827
304,05-04-2020,416,13,3,-123.1207,49.2827
305,06-04-2020,435,14,3,-123.1207,49.2827
306,07-04-2020,455,14,3,-123.1207,49.2827
307,08-04-2020,474,15,3,-123.1207,49.2827
308,09-04-2020,493,17,3,-123.1207,49.2827
309,10-04-2020,512,19,3,-123.1207,49.2827
310,11-04-2020,531,22,3,-123.1207,49.2827
311,12-04-2020,550,24,4,-123.1207,49.2827
312,13-04-2020,572,26,4,-123.1207,49.2827
313,14-04-2020,595,29,4,-123.1207,49.2827
314,15-04-2020,617,31,4,-123.1207,49.2827
315,16-04-2020,639,33,4,-123.1207,49.2827
316,17-04-2020,658,36,4,-123.1207,49.2827
317,18-04-2020,678,39,4,-123.1207,49.2827
318,19-04-2020,698,41,4,-123.1207,49.2827
319,20-04-2020,718,44,5,-123.1207,49.2827
320,21-04-2020,740,47,5,-123.1207,49.2827
321,22-04-2020,763,50,5,-123.1207,49.2827
322,23-04-2020,787,53,5,-123.1207,49.2827
323,24-04-2020,810,57,5,-123.1207,49.2827
324,25-04-2020,835,60,5,-123.1207,49.2827
325,26-04-2020,864,64,5,-123.1207,49.2827
326,27-04-2020,892,68,5,-123.1207,49.2827
327,28-04-2020,921,71,5,-123.1207,49.2827
328,29-04-2020,949,75,6,-123.1207,49.2827
329,30-04-2020,977,78,6,-123.1207,49.2827
330,01-05-2020,1005,82,6,-123.1207,49.2827
331,02-05-2020,1034,86,6,-123.1207,49.2827
332,03-05-2020,1063,89,6,-123.1207,49.2827
333,04-05-2020,1092,93,6,-123.1207,49.2827
334,05-05-2020,1121,97,6,-123.1207,49.2827
335,06-05-2020,1150,100,6,-123.1207,49.2827
336,07-05-2020,1179,104,7,-123.1207,49.2827
337,08-05-2020,1206,108,7,-123.1207,49.2827
338,09-05-2020,1232,111,7,-123.1207,49.2827
339,10-05-2020,1257,115,7,-123.1207,49.2827
340,11-05-2020,1282,120,7,-123.1207,49.2827
341,12-05-2020,1307,124,7,-123.1207,49.2827
342,13-05-2020,1332,128,7,-123.1207,49.2827
343,14-05-2020,1357,133,7,-123.1207,49.2827
344,15-05-2020,1382,137,8,-123.1207,49.2827
345,16-05-2020,1408,142,8,-123.1207,49.2827
346,17-05-2020,1434,146,8,-123.1207,49.2827
347,18-05-2020,1460,151,8,-123.1207,49.2827
348,22-03-2020,242,1,2,151.2093,-33.8688
349,23-03-2020,263,2,3,151.2093,-33.8688
350,24-03-2020,284,3,3,151.2093,-33.8688
351,25-03-2020,305,3,3,151.2093,-33.8688
352,26-03-2020,326,4,3,151.2093,-33.8688
353,27-03-2020,347,5,3,151.2093,-33.8688
354,28-03-2020,368,6,3,151.2093,-33.8688
355,29-03-2020,389,6,3,151.2093,-33.8688
356,30-03-2020,411,7,3,151.2093,-33.8688
357,31-03-2020,436,8,3,151.2093,-33.8688
358,01-04-2020,461,9,3,151.2093,-33.8688
359,02-04-2020,486,10,4,151.2093,-33.8688
360,03-04-2020,511,10,4,151.2093,-33.8688
361,04-04-2020,536,11,4,151.2093,-33.8688
362,05-04-2020,561,12,4,151.2093,-33.8688
363,06-04-2020,584,13,4,151.2093,-33.8688
364,07-04-2020,609,14,4,151.2093,-33.8688
365,08-04-2020,636,14,4,151.2093,-33.8688
366,09-04-2020,665,15,4,151.2093,-33.8688
367,10-04-2020,697,16,4,151.2093,-33.8688
368,11-04-2020,730,18,5,151.2093,-33.8688
369,12-04-2020,763,21,5,151.2093,-33.8688
370,13-04-2020,797,23,5,151.2093,-33.8688
371,14-04-2020,830,25,5,151.2093,-33.8688
372,15-04-2020,864,28,5,151.2093,-33.8688
373,16-04-2020,898,30,5,151.2093,-33.8688
374,17-04-2020,932,32,5,151.2093,-33.8688
375,18-04-2020,966,35,5,151.2093,-33.8688
376,19-04-2020,997,37,6,151.2093,-33.8688
377,20-04-2020,1027,39,6,151.2093,-33.8688
378,21-04-2020,1057,42,6,151.2093,-33.8688
379,22-04-2020,1087,45,6,151.2093,-33.8688
380,23-04-2020,1117,48,6,151.2093,-33.8688
381,24-04-2020,1147,51,6,151.2093,-33.8688
382,25-04-2020,1177,54,6,151.2093,-33.8688
383,26-04-2020,1207,57,6,151.2093,-33.8688
384,27-04-2020,1237,60,7,151.2093,-33.8688
385,28-04-2020,1267,63,7,151.2093,-33.8688
386,29-04-2020,1297,67,7,151.2093,-33.8688
387,30-04-2020,1327,71,7,151.2093,-33.8688
388,01-05-2020,1355,74,7,151.2093,-33.8688
389,02-05-2020,1381,78,7,151.2093,-33.8688
390,03-05-2020,1407,82,7,151.2093,-33.8688
391,04-05-2020,1433,85,7,151.2093,-33.8688
392,05-05-2020,1459,89,8,151.2093,-33.8688
393,06-05-2020,1485,93,8,151.2093,-33.8688
394,07-05-2020,1511,96,8,151.2093,-33.8688
395,08-05-2020,1536,100,8,151.2093,-33.8688
396,09-05-2020,1559,103,8,151.2093,-33.8688
397,10-05-2020,1583,107,8,151.2093,-33.8688
398,11-05-2020,1606,111,8,151.2093,-33.8688
399,12-05-2020,1630,114,8,151.2093,-33.8688
400,13-05-2020,1653,118,9,151.2093,-33.8688
401,14-05-2020,1677,123,9,151.2093,-33.8688
402,15-05-2020,1701,127,9,151.2093,-33.8688
403,16-05-2020,1725,131,9,151.2093,-33.8688
404,17-05-2020,1749,136,9,151.2093,-33.8688
405,18-05-2020,1774,140,9,151.2093,-33.8688
406,22-03-2020,92,10,0,144.9631,-37.8136
407,23-03-2020,101,11,0,144.9631,-37.8136
408,24-03-2020,110,12,0,144.9631,-37.8136
409,25-03-2020,119,12,0,144.9631,-37.8136
410,26-03-2020,128,14,0,144.9631,-37.8136
411,27-03-2020,138,15,0,144.9631,-37.8136
412,28-03-2020,155,17,0,144.9631,-37.8136
413,29-03-2020,176,19,0,144.9631,-37.8136
414,30-03-2020,195,21,0,144.9631,-37.8136
415,31-03-2020,215,24,0,144.9631,-37.8136
416,01-04-2020,234,26,0,144.9631,-37.8136
417,02-04-2020,254,28,0,144.9631,-37.8136
418,03-04-2020,273,31,0,144.9631,-37.8136
419,04-04-2020,293,33,0,144.9631,-37.8136
420,05-04-2020,310,35,0,144.9631,-37.8136
421,06-04-2020,328,38,0,144.9631,-37.8136
422,07-04-2020,346,40,0,144.9631,-37.8136
423,08-04-2020,364,42,0,144.9631,-37.8136
424,09-04-2020,383,45,0,144.9631,-37.8136
425,10-04-2020,401,47,0,144.9631,-37.8136
426,11-04-2020,420,49,0,144.9631,-37.8136
427,12-04-2020,439,52,1,144.9631,-37.8136
428,13-04-2020,459,55,1,144.9631,-37.8136
429,14-04-2020,478,58,1,144.9631,-37.8136
430,15-04-2020,497,61,1,144.9631,-37.8136
431,16-04-2020,517,64,1,144.9631,-37.8136
432,17-04-2020,536,68,1,144.9631,-37.8136
433,18-04-2020,556,71,1,144.9631,-37.8136
434,19-04-2020,580,75,1,144.9631,-37.8136
435,20-04-2020,605,79,1,144.9631,-37.8136
436,21-04-2020,628,82,1,144.9631,-37.8136
437,22-04-2020,650,86,2,144.9631,-37.8136
438,23-04-2020,673,90,2,144.9631,-37.8136
439,24-04-2020,695,93,2,144.9631,-37.8136
440,25-04-2020,718,97,2,144.9631,-37.8136
441,26-04-2020,740,101,2,144.9631,-37.8136
442,27-04-2020,763,104,2,144.9631,-37.8136
443,28-04-2020,787,108,2,144.9631,-37.8136
444,29-04-2020,810,112,2,144.9631,-37.8136
445,30-04-2020,836,116,3,144.9631,-37.8136
446,01-05-2020,863,120,3,144.9631,-37.8136
447,02-05-2020,890,125,3,144.9631,-37.8136
448,03-05-2020,917,129,3,144.9631,-37.8136
449,04-05-2020,944,133,3,144.9631,-37.8136
450,05-05-2020,973,138,3,144.9631,-37.8136
451,06-05-2020,1001,142,3,144.9631,-37.8136
452,07-05-2020,1029,146,3,144.9631,-37.8136
453,08-05-2020,1058,151,3,144.9631,-37.8136
454,09-05-2020,1086,155,4,144.9631,-37.8136
455,10-05-2020,1114,159,4,144.9631,-37.8136
456,11-05-2020,1143,164,4,144.9631,-37.8136
457,12-05-2020,1172,170,4,144.9631,-37.8136
458,13-05-2020,1201,176,4,144.9631,-37.8136
459,14-05-2020,1230,182,4,144.9631,-37.8136
460,15-05-2020,1259,189,4,144.9631,-37.8136
461,16-05-2020,1288,195,4,144.9631,-37.8136
462,17-05-2020,1317,202,5,144.9631,-37.8136
463,18-05-2020,1346,209,5,144.9631,-37.8136
464,22-03-2020,105,12,0,153.4,-28.0167
465,23-03-2020,113,13,0,153.4,-28.0167
466,24-03-2020,122,15,0,153.4,-28.0167
467,25-03-2020,131,16,0,153.4,-28.0167
468,26-03-2020,140,19,0,153.4,-28.0167
469,27-03-2020,153,21,0,153.4,-28.0167
470,28-03-2020,172,23,0,153.4,-28.0167
471,29-03-2020,191,25,0,153.4,-28.0167
472,30-03-2020,210,28,0,153.4,-28.0167
473,31-03-2020,229,30,0,153.4,-28.0167
474,01-04-2020,249,32,0,153.4,-28.0167
475,02-04-2020,267,35,0,153.4,-28.0167
476,03-04-2020,285,37,0,153.4,-28.0167
477,04-04-2020,303,39,0,153.4,-28.0167
478,05-04-2020,321,42,0,153.4,-28.0167
479,06-04-2020,339,44,0,153.4,-28.0167
480,07-04-2020,358,46,0,153.4,-28.0167
481,08-04-2020,376,49,0,153.4,-28.0167
482,09-04-2020,394,51,0,153.4,-28.0167
483,10-04-2020,412,54,0,153.4,-28.0167
484,11-04-2020,431,57,0,153.4,-28.0167
485,12-04-2020,450,60,0,153.4,-28.0167
486,13-04-2020,469,63,1,153.4,-28.0167
487,14-04-2020,489,67,1,153.4,-28.0167
488,15-04-2020,508,70,1,153.4,-28.0167
489,16-04-2020,527,74,1,153.4,-28.0167
490,17-04-2020,547,77,1,153.4,-28.0167
491,18-04-2020,565,81,1,153.4,-28.0167
492,19-04-2020,584,85,1,153.4,-28.0167
493,20-04-2020,603,88,1,153.4,-28.0167
494,21-04-2020,626,92,1,153.4,-28.0167
495,22-04-2020,649,96,2,153.4,-28.0167
496,23-04-2020,670,99,2,153.4,-28.0167
497,24-04-2020,690,103,2,153.4,-28.0167
498,25-04-2020,711,107,2,153.4,-28.0167
499,26-04-2020,731,111,2,153.4,-28.0167
500,27-04-2020,751,115,2,153.4,-28.0167
501,28-04-2020,771,119,2,153.4,-28.0167
502,29-04-2020,792,124,2,153.4,-28.0167
503,30-04-2020,816,128,2,153.4,-28.0167
504,01-05-2020,839,132,3,153.4,-28.0167
505,02-05-2020,862,137,3,153.4,-28.0167
506,03-05-2020,885,141,3,153.4,-28.0167
507,04-05-2020,912,145,3,153.4,-28.0167
508,05-05-2020,939,150,3,153.4,-28.0167
509,06-05-2020,966,154,3,153.4,-28.0167
510,07-05-2020,994,158,3,153.4,-28.0167
511,08-05-2020,1022,163,3,153.4,-28.0167
512,09-05-2020,1051,169,3,153.4,-28.0167
513,10-05-2020,1079,176,4,153.4,-28.0167
514,11-05-2020,1107,182,4,153.4,-28.0167
515,12-05-2020,1135,189,4,153.4,-28.0167
516,13-05-2020,1164,195,4,153.4,-28.0167
517,14-05-2020,1193,202,4,153.4,-28.0167
518,15-05-2020,1222,209,4,153.4,-28.0167
519,16-05-2020,1251,216,4,153.4,-28.0167
520,17-05-2020,1280,223,4,153.4,-28.0167
521,18-05-2020,1305,231,5,153.4,-28.0167
522,22-03-2020,43,0,0,104.9167,11.55
523,23-03-2020,52,0,0,104.9167,11.55
524,24-03-2020,61,0,0,104.9167,11.55
525,25-03-2020,70,0,0,104.9167,11.55
526,26-03-2020,79,0,0,104.9167,11.55
527,27-03-2020,88,0,0,104.9167,11.55
528,28-03-2020,97,0,0,104.9167,11.55
529,29-03-2020,106,0,0,104.9167,11.55
530,30-03-2020,115,0,0,104.9167,11.55
531,31-03-2020,126,0,0,104.9167,11.55
532,01-04-2020,143,1,0,104.9167,11.55
533,02-04-2020,161,1,0,104.9167,11.55
534,03-04-2020,182,2,0,104.9167,11.55
535,04-04-2020,203,3,0,104.9167,11.55
536,05-04-2020,223,4,0,104.9167,11.55
537,06-04-2020,244,5,0,104.9167,11.55
538,07-04-2020,265,5,0,104.9167,11.55
539,08-04-2020,286,6,0,104.9167,11.55
540,09-04-2020,306,7,0,104.9167,11.55
541,10-04-2020,327,8,0,104.9167,11.55
542,11-04-2020,346,9,0,104.9167,11.55
543,12-04-2020,365,9,0,104.9167,11.55
544,13-04-2020,384,10,0,104.9167,11.55
545,14-04-2020,404,11,0,104.9167,11.55
546,15-04-2020,425,12,0,104.9167,11.55
547,16-04-2020,445,12,1,104.9167,11.55
548,17-04-2020,464,13,1,104.9167,11.55
549,18-04-2020,484,14,1,104.9167,11.55
550,19-04-2020,506,15,1,104.9167,11.55
551,20-04-2020,529,16,1,104.9167,11.55
552,21-04-2020,553,16,1,104.9167,11.55
553,22-04-2020,578,17,1,104.9167,11.55
554,23-04-2020,603,19,1,104.9167,11.55
555,24-04-2020,628,22,1,104.9167,11.55
556,25-04-2020,653,24,1,104.9167,11.55
557,26-04-2020,680,26,2,104.9167,11.55
558,27-04-2020,710,29,2,104.9167,11.55
559,28-04-2020,739,32,2,104.9167,11.55
560,29-04-2020,772,35,2,104.9167,11.55
561,30-04-2020,806,38,2,104.9167,11.55
562,01-05-2020,840,41,2,104.9167,11.55
563,02-05-2020,872,44,2,104.9167,11.55
564,03-05-2020,903,46,2,104.9167,11.55
565,04-05-2020,936,49,3,104.9167,11.55
566,05-05-2020,969,52,3,104.9167,11.55
567,06-05-2020,1002,56,3,104.9167,11.55
568,07-05-2020,1034,60,3,104.9167,11.55
569,08-05-2020,1067,63,3,104.9167,11.55
570,09-05-2020,1100,67,3,104.9167,11.55
571,10-05-2020,1133,71,3,104.9167,11.55
572,11-05-2020,1163,74,3,104.9167,11.55
573,12-05-2020,1194,78,3,104.9167,11.55
574,13-05-2020,1224,82,4,104.9167,11.55
575,14-05-2020,1254,85,4,104.9167,11.55
576,15-05-2020,1285,89,4,104.9167,11.55
577,16-05-2020,1315,92,4,104.9167,11.55
578,17-05-2020,1345,96,4,104.9167,11.55
