DateP,Location,confirmed cases,recoved cases,death cases,Unnamed: 6
22-03-2020,15.0 101.0,208.63843,23.797817,1.537998,
23-03-2020,15.0 101.0,227.80774,26.08464,1.5577803,
24-03-2020,15.0 101.0,246.97713,28.371485,1.5775629,
25-03-2020,15.0 101.0,266.14648,30.658323,1.5973467,
26-03-2020,15.0 101.0,283.96295,32.945126,1.6206388,
27-03-2020,15.0 101.0,300.72025,35.23196,1.6582587,
28-03-2020,15.0 101.0,318.18958,37.51879,1.7031498,
29-03-2020,15.0 101.0,336.09567,39.80565,1.7480825,
30-03-2020,15.0 101.0,352.72287,42.09246,1.8121252,
31-03-2020,15.0 101.0,369.3007,44.379272,1.8779575,
01-04-2020,15.0 101.0,385.8785,46.666122,1.9495167,
02-04-2020,15.0 101.0,403.1766,48.952953,2.0228622,
03-04-2020,15.0 101.0,420.74246,51.239845,2.0962088,
04-04-2020,15.0 101.0,438.30838,53.553177,2.1695547,
05-04-2020,15.0 101.0,455.8743,55.86653,2.242901,
06-04-2020,15.0 101.0,473.44028,58.179855,2.316248,
07-04-2020,15.0 101.0,491.00626,60.493233,2.3982031,
08-04-2020,15.0 101.0,511.58844,62.806553,2.489685,
09-04-2020,15.0 101.0,532.8412,65.12226,2.5836713,
10-04-2020,15.0 101.0,552.9093,68.06054,2.6786492,
11-04-2020,15.0 101.0,572.3379,70.998886,2.777094,
12-04-2020,15.0 101.0,591.76636,74.2723,2.8755388,
13-04-2020,15.0 101.0,611.1948,77.918,2.9739838,
14-04-2020,15.0 101.0,630.62463,81.56359,3.066166,
15-04-2020,15.0 101.0,650.0567,85.20929,3.1520276,
16-04-2020,15.0 101.0,669.48975,88.85493,3.2378888,
17-04-2020,15.0 101.0,692.2135,92.50062,3.3386047,
18-04-2020,15.0 101.0,715.5315,96.14632,3.4625797,
19-04-2020,15.0 101.0,739.77246,99.79201,3.584519,
20-04-2020,15.0 101.0,766.16296,103.43772,3.7064583,
21-04-2020,15.0 101.0,794.04175,107.08334,3.8284009,
22-04-2020,15.0 101.0,821.9203,110.72903,3.9503407,
23-04-2020,15.0 101.0,849.98157,114.80288,4.0722804,
24-04-2020,15.0 101.0,878.35394,119.124596,4.1942225,
25-04-2020,15.0 101.0,907.24005,123.446365,4.3161626,
26-04-2020,15.0 101.0,936.12506,127.7681,4.4381022,
27-04-2020,15.0 101.0,965.0112,132.0898,4.560044,
28-04-2020,15.0 101.0,993.8965,136.41147,4.681984,
29-04-2020,15.0 101.0,1022.7822,140.73314,4.8039246,
30-04-2020,15.0 101.0,1051.6675,145.05487,4.9258657,
01-05-2020,15.0 101.0,1080.5533,149.37654,5.0478067,
02-05-2020,15.0 101.0,1109.4387,153.69814,5.1697464,
03-05-2020,15.0 101.0,1138.3243,158.0199,5.2916856,
04-05-2020,15.0 101.0,1167.2096,162.35811,5.4136252,
05-05-2020,15.0 101.0,1196.0953,167.37625,5.535567,
06-05-2020,15.0 101.0,1224.9808,172.94035,5.6575084,
07-05-2020,15.0 101.0,1252.4094,178.50461,5.7794466,
08-05-2020,15.0 101.0,1278.297,184.38641,5.901388,
09-05-2020,15.0 101.0,1304.1852,190.39404,6.023328,
10-05-2020,15.0 101.0,1330.0729,196.4018,6.145269,
11-05-2020,15.0 101.0,1355.9612,202.40948,6.267211,
12-05-2020,15.0 101.0,1381.8488,208.41728,6.3891506,
13-05-2020,15.0 101.0,1407.7368,214.82718,6.5110908,
14-05-2020,15.0 101.0,1433.6244,221.75136,6.6330285,
15-05-2020,15.0 101.0,1459.5128,228.67545,6.7549706,
16-05-2020,15.0 101.0,1485.4,235.59967,6.876911,
17-05-2020,15.0 101.0,1511.2882,242.60323,6.998851,
18-05-2020,15.0 101.0,1536.9528,249.9531,7.120794,
22-03-2020,36.0 138.0,980.2207,128.20627,13.905124,
23-03-2020,36.0 138.0,1002.666,128.50812,14.056089,
24-03-2020,36.0 138.0,1025.1113,128.80997,14.208434,
25-03-2020,36.0 138.0,1047.5568,129.4952,14.36698,
26-03-2020,36.0 138.0,1070.0021,130.24097,14.522829,
27-03-2020,36.0 138.0,1092.8323,130.98672,14.534687,
28-03-2020,36.0 138.0,1115.7014,132.39465,14.53174,
29-03-2020,36.0 138.0,1141.517,136.13847,14.528791,
30-03-2020,36.0 138.0,1169.4288,140.0853,14.525846,
31-03-2020,36.0 138.0,1197.3407,144.03214,14.522895,
01-04-2020,36.0 138.0,1230.5427,147.97897,14.520554,
02-04-2020,36.0 138.0,1263.8394,151.92581,14.532443,
03-04-2020,36.0 138.0,1297.9534,155.87267,14.6106615,
04-04-2020,36.0 138.0,1332.6816,160.71597,14.6891575,
05-04-2020,36.0 138.0,1367.4099,166.64633,14.760625,
06-04-2020,36.0 138.0,1402.1383,168.27077,14.828387,
07-04-2020,36.0 138.0,1433.1227,168.50787,14.896151,
08-04-2020,36.0 138.0,1462.5526,168.74496,14.96391,
09-04-2020,36.0 138.0,1491.9825,168.98198,15.0316725,
10-04-2020,36.0 138.0,1521.4122,169.21909,15.099432,
11-04-2020,36.0 138.0,1550.8424,169.45622,15.167194,
12-04-2020,36.0 138.0,1580.2723,169.80945,15.234958,
13-04-2020,36.0 138.0,1609.7023,172.9748,15.313384,
14-04-2020,36.0 138.0,1639.1321,178.96365,15.397268,
15-04-2020,36.0 138.0,1668.562,185.03639,15.476149,
16-04-2020,36.0 138.0,1697.992,191.52568,15.555028,
17-04-2020,36.0 138.0,1727.4221,198.0149,15.633908,
18-04-2020,36.0 138.0,1756.8519,204.50423,15.712789,
19-04-2020,36.0 138.0,1786.2817,210.99347,15.791669,
20-04-2020,36.0 138.0,1815.7118,217.48265,15.870549,
21-04-2020,36.0 138.0,1845.1416,223.97186,15.9494295,
22-04-2020,36.0 138.0,1874.0563,230.74608,16.02831,
23-04-2020,36.0 138.0,1902.1779,238.06174,16.114792,
24-04-2020,36.0 138.0,1930.2994,245.52774,16.20211,
25-04-2020,36.0 138.0,1958.421,253.15005,16.289425,
26-04-2020,36.0 138.0,1986.5426,261.04868,16.376827,
27-04-2020,36.0 138.0,2014.9144,268.94705,16.464252,
28-04-2020,36.0 138.0,2043.5275,276.8456,16.55168,
29-04-2020,36.0 138.0,2072.1401,284.74405,16.63911,
30-04-2020,36.0 138.0,2100.753,292.65793,16.726536,
01-05-2020,36.0 138.0,2129.366,301.02243,16.813965,
02-05-2020,36.0 138.0,2157.9788,309.41757,16.901394,
03-05-2020,36.0 138.0,2186.5918,318.43246,16.988815,
04-05-2020,36.0 138.0,2211.3538,328.62955,17.076242,
05-05-2020,36.0 138.0,2234.689,339.92496,17.163673,
06-05-2020,36.0 138.0,2258.0242,351.3159,17.251097,
07-05-2020,36.0 138.0,2281.3591,362.7073,17.338526,
08-05-2020,36.0 138.0,2304.7542,374.0987,17.425951,
09-05-2020,36.0 138.0,2328.2283,385.4896,17.51338,
10-05-2020,36.0 138.0,2351.703,396.88065,17.600807,
11-05-2020,36.0 138.0,2375.1775,408.27182,17.688236,
12-05-2020,36.0 138.0,2398.6519,419.68716,17.775661,
13-05-2020,36.0 138.0,2422.1267,431.6895,17.863092,
14-05-2020,36.0 138.0,2445.6008,443.95023,17.950514,
15-05-2020,36.0 138.0,2469.0754,456.18942,18.037941,
16-05-2020,36.0 138.0,2492.5498,468.3717,18.125368,
17-05-2020,36.0 138.0,2516.0242,480.55313,18.212795,
18-05-2020,36.0 138.0,2539.4988,492.7352,18.300224,
22-03-2020,1.2833 103.8333,377.7435,95.690506,0.000144468,
23-03-2020,1.2833 103.8333,395.90158,93.37827,0.000144468,
24-03-2020,1.2833 103.8333,414.05966,91.26041,0.000144468,
25-03-2020,1.2833 103.8333,432.2914,89.15756,0.000144468,
26-03-2020,1.2833 103.8333,450.57474,87.05467,0.000144468,
27-03-2020,1.2833 103.8333,468.858,84.951805,0.000144468,
28-03-2020,1.2833 103.8333,488.84286,82.84894,0.000144468,
29-03-2020,1.2833 103.8333,508.98993,83.83679,0.000144468,
30-03-2020,1.2833 103.8333,529.8829,86.150116,0.000144468,
31-03-2020,1.2833 103.8333,555.0001,88.974266,0.000144468,
01-04-2020,1.2833 103.8333,580.2154,91.994995,0.000144468,
02-04-2020,1.2833 103.8333,605.4337,95.37337,0.000144468,
03-04-2020,1.2833 103.8333,630.59076,99.01903,0.000144468,
04-04-2020,1.2833 103.8333,655.72363,102.66467,0.000144468,
05-04-2020,1.2833 103.8333,681.98206,106.31038,0.000144468,
06-04-2020,1.2833 103.8333,702.57104,109.95607,0.000144468,
07-04-2020,1.2833 103.8333,725.3485,113.601715,0.000144468,
08-04-2020,1.2833 103.8333,749.1428,117.60837,0.000144468,
09-04-2020,1.2833 103.8333,772.93713,121.93011,0.070596024,
10-04-2020,1.2833 103.8333,795.9792,126.25185,0.16985781,
11-04-2020,1.2833 103.8333,819.8524,130.5737,0.26911855,
12-04-2020,1.2833 103.8333,844.8707,134.89542,0.37630555,
13-04-2020,1.2833 103.8333,869.8685,139.21722,0.48427635,
14-04-2020,1.2833 103.8333,893.2167,143.53891,0.5922441,
15-04-2020,1.2833 103.8333,916.5648,147.8606,0.7003702,
16-04-2020,1.2833 103.8333,939.91296,152.67772,0.8095876,
17-04-2020,1.2833 103.8333,963.261,158.22018,0.91880214,
18-04-2020,1.2833 103.8333,986.60913,163.76508,1.0280185,
19-04-2020,1.2833 103.8333,1009.9573,169.30988,1.1372348,
20-04-2020,1.2833 103.8333,1033.3054,174.85463,1.2464498,
21-04-2020,1.2833 103.8333,1056.6536,180.3995,1.3556653,
22-04-2020,1.2833 103.8333,1080.0016,185.94441,1.464882,
23-04-2020,1.2833 103.8333,1103.3497,191.48947,1.5740967,
24-04-2020,1.2833 103.8333,1126.6978,197.15576,1.6833134,
25-04-2020,1.2833 103.8333,1150.0459,203.14505,1.7925297,
26-04-2020,1.2833 103.8333,1173.3939,209.13437,1.9017444,
27-04-2020,1.2833 103.8333,1196.7423,215.12354,2.0109606,
28-04-2020,1.2833 103.8333,1220.0902,221.17035,2.1242158,
29-04-2020,1.2833 103.8333,1243.4385,227.65948,2.2419863,
30-04-2020,1.2833 103.8333,1266.7865,234.14888,2.3597543,
01-05-2020,1.2833 103.8333,1290.1345,240.63818,2.4775233,
02-05-2020,1.2833 103.8333,1313.4828,247.12735,2.5952938,
03-05-2020,1.2833 103.8333,1336.8309,253.61655,2.7130606,
04-05-2020,1.2833 103.8333,1360.1788,260.2441,2.830829,
05-05-2020,1.2833 103.8333,1383.527,267.2844,2.9485998,
06-05-2020,1.2833 103.8333,1406.8751,274.43344,3.0663679,
07-05-2020,1.2833 103.8333,1430.2231,281.8996,3.1856408,
08-05-2020,1.2833 103.8333,1453.5714,289.36575,3.304921,
09-05-2020,1.2833 103.8333,1476.9196,296.9692,3.424203,
10-05-2020,1.2833 103.8333,1500.2677,304.86777,3.5434859,
11-05-2020,1.2833 103.8333,1524.2969,312.76633,3.6627662,
12-05-2020,1.2833 103.8333,1548.4008,320.66916,3.7820463,
13-05-2020,1.2833 103.8333,1572.5045,328.57434,3.9013288,
14-05-2020,1.2833 103.8333,1596.6088,336.47964,4.020606,
15-05-2020,1.2833 103.8333,1620.7125,344.61398,4.1398892,
16-05-2020,1.2833 103.8333,1644.6439,352.96973,4.2591715,
17-05-2020,1.2833 103.8333,1668.1077,361.3251,4.3784533,
18-05-2020,1.2833 103.8333,1691.5712,370.13016,4.4977317,
22-03-2020,28.1667 84.25,5.3535786,-0.000151262,0.000144468,
23-03-2020,28.1667 84.25,6.8368726,-0.000151262,0.000144468,
24-03-2020,28.1667 84.25,11.04898,-0.000151262,0.000144468,
25-03-2020,28.1667 84.25,15.923015,-0.000151262,0.000144468,
26-03-2020,28.1667 84.25,20.797045,-0.000151262,0.000144468,
27-03-2020,28.1667 84.25,25.6711,0.44964164,0.000144468,
28-03-2020,28.1667 84.25,30.54514,1.2348182,0.000144468,
29-03-2020,28.1667 84.25,38.716606,2.0200086,0.000144468,
30-03-2020,28.1667 84.25,47.653862,2.8051689,0.000144468,
31-03-2020,28.1667 84.25,56.59109,3.5903566,0.000144468,
01-04-2020,28.1667 84.25,65.52832,4.375523,0.000144468,
02-04-2020,28.1667 84.25,74.46559,5.160689,0.000144468,
03-04-2020,28.1667 84.25,83.40282,5.9458637,0.000144468,
04-04-2020,28.1667 84.25,92.39827,6.731038,0.000144468,
05-04-2020,28.1667 84.25,101.40436,7.516224,0.000144468,
06-04-2020,28.1667 84.25,110.410484,8.301393,0.000144468,
07-04-2020,28.1667 84.25,119.41657,9.086565,0.026147941,
08-04-2020,28.1667 84.25,136.67233,9.871749,0.12541038,
09-04-2020,28.1667 84.25,154.14896,10.65691,0.22084574,
10-04-2020,28.1667 84.25,173.37242,11.442084,0.31518868,
11-04-2020,28.1667 84.25,194.1652,12.227258,0.4231569,
12-04-2020,28.1667 84.25,214.958,13.012451,0.5311264,
13-04-2020,28.1667 84.25,235.75075,13.797615,0.63932353,
14-04-2020,28.1667 84.25,256.54352,14.589166,0.7485377,
15-04-2020,28.1667 84.25,277.4009,15.3892355,0.8577534,
16-04-2020,28.1667 84.25,298.3132,16.189318,0.9669699,
17-04-2020,28.1667 84.25,319.28452,17.637224,1.0761845,
18-04-2020,28.1667 84.25,340.6111,19.945803,1.185403,
19-04-2020,28.1667 84.25,361.9376,22.254347,1.2946193,
20-04-2020,28.1667 84.25,383.26413,24.562935,1.4038335,
21-04-2020,28.1667 84.25,404.59067,26.871437,1.5130498,
22-04-2020,28.1667 84.25,425.91727,29.180002,1.6222649,
23-04-2020,28.1667 84.25,447.5178,31.53616,1.7314812,
24-04-2020,28.1667 84.25,470.499,34.468925,1.840697,
25-04-2020,28.1667 84.25,494.03256,37.401733,1.9563875,
26-04-2020,28.1667 84.25,519.7321,40.334526,2.0741563,
27-04-2020,28.1667 84.25,545.4317,43.267307,2.1919255,
28-04-2020,28.1667 84.25,571.16504,46.2001,2.3096945,
29-04-2020,28.1667 84.25,596.95337,49.132915,2.4274633,
30-04-2020,28.1667 84.25,622.7417,52.065735,2.5452325,
01-05-2020,28.1667 84.25,648.32434,55.325584,2.6630025,
02-05-2020,28.1667 84.25,673.57544,58.961533,2.7807727,
03-05-2020,28.1667 84.25,700.2761,62.597443,2.8985388,
04-05-2020,28.1667 84.25,729.6976,66.2334,3.0163064,
05-05-2020,28.1667 84.25,759.1194,69.86934,3.1341302,
06-05-2020,28.1667 84.25,792.32227,73.50523,3.2534106,
07-05-2020,28.1667 84.25,826.3212,77.14118,3.3726914,
08-05-2020,28.1667 84.25,860.32007,80.77712,3.4919717,
09-05-2020,28.1667 84.25,894.319,84.413025,3.6112556,
10-05-2020,28.1667 84.25,928.31775,88.048935,3.7305348,
11-05-2020,28.1667 84.25,962.3165,91.684845,3.8498178,
12-05-2020,28.1667 84.25,996.3148,95.3208,3.9690998,
13-05-2020,28.1667 84.25,1030.4376,98.95668,4.088382,
14-05-2020,28.1667 84.25,1066.6132,102.592674,4.2076597,
15-05-2020,28.1667 84.25,1102.7888,106.22859,4.32694,
16-05-2020,28.1667 84.25,1138.887,109.86452,4.446221,
17-05-2020,28.1667 84.25,1174.8092,113.5004,4.565504,
18-05-2020,28.1667 84.25,1210.7312,117.339745,4.6847854,
22-03-2020,2.5 112.5,485.2792,50.186493,0.027680233,
23-03-2020,2.5 112.5,527.8848,52.499832,0.10338158,
24-03-2020,2.5 112.5,573.3954,54.813164,0.18257816,
25-03-2020,2.5 112.5,618.9763,57.12652,0.27185193,
26-03-2020,2.5 112.5,665.8763,59.439857,0.3611259,
27-03-2020,2.5 112.5,711.66095,61.753204,0.45039794,
28-03-2020,2.5 112.5,757.5165,64.06654,0.5396715,
29-03-2020,2.5 112.5,803.3721,66.37993,0.62894416,
30-03-2020,2.5 112.5,849.22766,68.69327,0.71821773,
31-03-2020,2.5 112.5,891.1152,71.00658,0.80748975,
01-04-2020,2.5 112.5,925.3324,73.319916,0.8986517,
02-04-2020,2.5 112.5,959.5499,75.633286,0.9979126,
03-04-2020,2.5 112.5,993.76715,77.94661,1.0971723,
04-04-2020,2.5 112.5,1027.9846,80.34927,1.1964338,
05-04-2020,2.5 112.5,1062.1654,83.816315,1.2901049,
06-04-2020,2.5 112.5,1098.4275,87.46201,1.3829216,
07-04-2020,2.5 112.5,1136.6603,91.1077,1.4762275,
08-04-2020,2.5 112.5,1174.893,94.753365,1.5702803,
09-04-2020,2.5 112.5,1213.1261,98.399055,1.6643335,
10-04-2020,2.5 112.5,1251.3585,102.04476,1.7583863,
11-04-2020,2.5 112.5,1289.5913,105.69045,1.8675927,
12-04-2020,2.5 112.5,1327.8243,109.336136,1.976809,
13-04-2020,2.5 112.5,1366.0568,112.98184,2.086024,
14-04-2020,2.5 112.5,1404.2897,117.19611,2.1952393,
15-04-2020,2.5 112.5,1439.1505,121.51778,2.304455,
16-04-2020,2.5 112.5,1472.7155,125.83958,2.4136724,
17-04-2020,2.5 112.5,1506.2802,130.1613,2.5228882,
18-04-2020,2.5 112.5,1539.8451,134.4831,2.6321049,
19-04-2020,2.5 112.5,1569.9513,138.80481,2.7429883,
20-04-2020,2.5 112.5,1598.528,143.12662,2.8607557,
21-04-2020,2.5 112.5,1627.1542,147.44827,2.9785247,
22-04-2020,2.5 112.5,1653.2699,151.77008,3.0962932,
23-04-2020,2.5 112.5,1678.9615,156.40782,3.2140617,
24-04-2020,2.5 112.5,1704.6534,161.94014,3.3318315,
25-04-2020,2.5 112.5,1730.3453,167.48529,3.4496002,
26-04-2020,2.5 112.5,1757.1757,173.03033,3.5673683,
27-04-2020,2.5 112.5,1784.1886,178.57541,3.6864645,
28-04-2020,2.5 112.5,1811.2013,184.12051,3.8057473,
29-04-2020,2.5 112.5,1838.2141,189.77377,3.9250288,
30-04-2020,2.5 112.5,1865.2268,195.7631,4.044309,
01-05-2020,2.5 112.5,1892.2396,201.75232,4.163593,
02-05-2020,2.5 112.5,1920.414,207.74161,4.282875,
03-05-2020,2.5 112.5,1948.7039,213.73094,4.4021525,
04-05-2020,2.5 112.5,1976.9938,219.95615,4.5214334,
05-05-2020,2.5 112.5,2005.2838,226.44536,4.640717,
06-05-2020,2.5 112.5,2033.574,232.93457,4.759997,
07-05-2020,2.5 112.5,2061.864,239.42389,4.879279,
08-05-2020,2.5 112.5,2090.154,245.99583,4.99856,
09-05-2020,2.5 112.5,2118.4443,252.91972,5.1204925,
10-05-2020,2.5 112.5,2146.5862,259.84384,5.242432,
11-05-2020,2.5 112.5,2172.7683,266.76788,5.364374,
12-05-2020,2.5 112.5,2199.2712,273.87076,5.486315,
13-05-2020,2.5 112.5,2226.0662,281.22052,5.608255,
14-05-2020,2.5 112.5,2252.8604,288.57034,5.730195,
15-05-2020,2.5 112.5,2279.656,295.9202,5.8521333,
16-05-2020,2.5 112.5,2307.4312,303.78024,5.9740753,
17-05-2020,2.5 112.5,2335.4006,311.68533,6.0960155,
18-05-2020,2.5 112.5,2363.3708,319.87836,6.2179565,
22-03-2020,49.2827 -123.1207,152.92104,1.7771662,1.299086,
23-03-2020,49.2827 -123.1207,172.53099,2.5623462,1.4143082,
24-03-2020,49.2827 -123.1207,192.14102,3.3475316,1.5208678,
25-03-2020,49.2827 -123.1207,211.75095,4.132696,1.6136848,
26-03-2020,49.2827 -123.1207,231.36092,4.9178843,1.7065014,
27-03-2020,49.2827 -123.1207,250.68666,5.7030463,1.800537,
28-03-2020,49.2827 -123.1207,268.7173,6.4882236,1.8945904,
29-03-2020,49.2827 -123.1207,286.74792,7.273407,1.9909723,
30-03-2020,49.2827 -123.1207,304.77866,8.058575,2.1001885,
31-03-2020,49.2827 -123.1207,322.80923,8.843746,2.2094045,
01-04-2020,49.2827 -123.1207,340.83987,9.62892,2.318621,
02-04-2020,49.2827 -123.1207,358.87057,10.414096,2.4278362,
03-04-2020,49.2827 -123.1207,377.4836,11.199265,2.5370507,
04-04-2020,49.2827 -123.1207,396.80084,11.984435,2.6462672,
05-04-2020,49.2827 -123.1207,416.11807,12.7830305,2.7554836,
06-04-2020,49.2827 -123.1207,435.43533,13.583101,2.8647,
07-04-2020,49.2827 -123.1207,454.7526,14.38318,2.9817145,
08-04-2020,49.2827 -123.1207,474.0698,15.211167,3.0994835,
09-04-2020,49.2827 -123.1207,493.3357,17.185291,3.2172515,
10-04-2020,49.2827 -123.1207,512.0121,19.493828,3.3350203,
11-04-2020,49.2827 -123.1207,530.6066,21.802395,3.45279,
12-04-2020,49.2827 -123.1207,550.0297,24.110949,3.5705585,
13-04-2020,49.2827 -123.1207,572.4142,26.41949,3.6895146,
14-04-2020,49.2827 -123.1207,594.79865,28.727983,3.808796,
15-04-2020,49.2827 -123.1207,617.18317,31.036531,3.928075,
16-04-2020,49.2827 -123.1207,638.52246,33.345108,4.0473585,
17-04-2020,49.2827 -123.1207,658.4853,35.653625,4.1666408,
18-04-2020,49.2827 -123.1207,678.4481,38.563046,4.285921,
19-04-2020,49.2827 -123.1207,698.42017,41.495842,4.4052024,
20-04-2020,49.2827 -123.1207,718.42566,44.428673,4.5244827,
21-04-2020,49.2827 -123.1207,740.08044,47.361454,4.6457014,
22-04-2020,49.2827 -123.1207,763.3855,50.294262,4.767643,
23-04-2020,49.2827 -123.1207,786.68994,53.227123,4.889582,
24-04-2020,49.2827 -123.1207,809.9933,56.61615,5.011524,
25-04-2020,49.2827 -123.1207,835.4269,60.25209,5.1334634,
26-04-2020,49.2827 -123.1207,863.8496,63.888027,5.2554045,
27-04-2020,49.2827 -123.1207,892.2721,67.523926,5.3773437,
28-04-2020,49.2827 -123.1207,920.67566,71.159805,5.499285,
29-04-2020,49.2827 -123.1207,948.8534,74.795715,5.621226,
30-04-2020,49.2827 -123.1207,977.03156,78.43166,5.7431674,
01-05-2020,49.2827 -123.1207,1005.20953,82.06761,5.8651075,
02-05-2020,49.2827 -123.1207,1034.1122,85.703476,5.987049,
03-05-2020,49.2827 -123.1207,1063.0955,89.33942,6.1089864,
04-05-2020,49.2827 -123.1207,1092.1583,92.97542,6.230926,
05-05-2020,49.2827 -123.1207,1121.3203,96.611336,6.352867,
06-05-2020,49.2827 -123.1207,1150.482,100.24724,6.474809,
07-05-2020,49.2827 -123.1207,1178.7606,103.883194,6.5967503,
08-05-2020,49.2827 -123.1207,1206.421,107.5191,6.718689,
09-05-2020,49.2827 -123.1207,1231.5192,111.17679,6.840631,
10-05-2020,49.2827 -123.1207,1256.6173,115.48309,6.962569,
11-05-2020,49.2827 -123.1207,1281.7158,119.789276,7.0845127,
12-05-2020,49.2827 -123.1207,1306.8141,124.09558,7.2064514,
13-05-2020,49.2827 -123.1207,1331.9124,128.40167,7.3283935,
14-05-2020,49.2827 -123.1207,1357.0106,132.70798,7.4503307,
15-05-2020,49.2827 -123.1207,1382.4055,137.01413,7.5722733,
16-05-2020,49.2827 -123.1207,1408.2933,141.63495,7.6942124,
17-05-2020,49.2827 -123.1207,1434.181,146.36292,7.816154,
18-05-2020,49.2827 -123.1207,1460.0692,151.09937,7.9380937,
22-03-2020,-33.8688 151.2093,241.82509,1.0025525,2.418822,
23-03-2020,-33.8688 151.2093,263.16174,1.7877415,2.5161588,
24-03-2020,-33.8688 151.2093,284.49838,2.5729158,2.6103332,
25-03-2020,-33.8688 151.2093,304.6404,3.3580897,2.7043855,
26-03-2020,-33.8688 151.2093,325.5145,4.143258,2.810452,
27-03-2020,-33.8688 151.2093,346.70956,4.928435,2.9196677,
28-03-2020,-33.8688 151.2093,367.90457,5.713618,3.0288842,
29-03-2020,-33.8688 151.2093,389.24966,6.498792,3.1380987,
30-03-2020,-33.8688 151.2093,411.4561,7.283972,3.2483547,
31-03-2020,-33.8688 151.2093,436.45828,8.069141,3.3590834,
01-04-2020,-33.8688 151.2093,461.4607,8.854327,3.469812,
02-04-2020,-33.8688 151.2093,486.463,9.639492,3.5805404,
03-04-2020,-33.8688 151.2093,511.46536,10.424664,3.6912677,
04-04-2020,-33.8688 151.2093,536.4675,11.209848,3.8019965,
05-04-2020,-33.8688 151.2093,561.46985,11.995013,3.912725,
06-04-2020,-33.8688 151.2093,584.4448,12.794767,4.0234528,
07-04-2020,-33.8688 151.2093,609.2118,13.594849,4.1341815,
08-04-2020,-33.8688 151.2093,636.21747,14.394916,4.2509446,
09-04-2020,-33.8688 151.2093,665.021,15.19499,4.370225,
10-04-2020,-33.8688 151.2093,697.199,16.3161,4.4918456,
11-04-2020,-33.8688 151.2093,730.36206,18.346659,4.6137857,
12-04-2020,-33.8688 151.2093,763.4525,20.655245,4.735727,
13-04-2020,-33.8688 151.2093,796.60754,22.96376,4.8576674,
14-04-2020,-33.8688 151.2093,830.498,25.272263,4.979607,
15-04-2020,-33.8688 151.2093,864.3884,27.580776,5.101548,
16-04-2020,-33.8688 151.2093,898.27875,29.889322,5.2234893,
17-04-2020,-33.8688 151.2093,932.04083,32.19789,5.3454304,
18-04-2020,-33.8688 151.2093,965.6627,34.506435,5.4673724,
19-04-2020,-33.8688 151.2093,996.74634,36.81499,5.589311,
20-04-2020,-33.8688 151.2093,1026.731,39.12358,5.711251,
21-04-2020,-33.8688 151.2093,1056.7155,41.94022,5.8331923,
22-04-2020,-33.8688 151.2093,1086.7003,44.87307,5.9551325,
23-04-2020,-33.8688 151.2093,1116.6847,47.805904,6.0770717,
24-04-2020,-33.8688 151.2093,1146.6696,50.738674,6.1990128,
25-04-2020,-33.8688 151.2093,1176.6542,53.671516,6.320954,
26-04-2020,-33.8688 151.2093,1206.6388,56.604317,6.4428935,
27-04-2020,-33.8688 151.2093,1236.6233,59.819588,6.5648346,
28-04-2020,-33.8688 151.2093,1266.608,63.455517,6.6867766,
29-04-2020,-33.8688 151.2093,1296.5927,67.0914,6.8087173,
30-04-2020,-33.8688 151.2093,1326.5773,70.72739,6.9306574,
01-05-2020,-33.8688 151.2093,1355.3512,74.36328,7.0526,
02-05-2020,-33.8688 151.2093,1381.2445,77.99916,7.174538,
03-05-2020,-33.8688 151.2093,1407.1378,81.63516,7.296478,
04-05-2020,-33.8688 151.2093,1433.0309,85.27103,7.4184194,
05-05-2020,-33.8688 151.2093,1458.9242,88.90699,7.5403595,
06-05-2020,-33.8688 151.2093,1484.8175,92.54289,7.6623,
07-05-2020,-33.8688 151.2093,1510.7106,96.17887,7.7842407,
08-05-2020,-33.8688 151.2093,1535.9578,99.814804,7.90618,
09-05-2020,-33.8688 151.2093,1559.4236,103.45071,8.02812,
10-05-2020,-33.8688 151.2093,1582.8896,107.08658,8.1500635,
11-05-2020,-33.8688 151.2093,1606.3555,110.7225,8.272001,
12-05-2020,-33.8688 151.2093,1629.8214,114.35841,8.393942,
13-05-2020,-33.8688 151.2093,1653.2874,118.337326,8.515884,
14-05-2020,-33.8688 151.2093,1676.8868,122.64361,8.637821,
15-05-2020,-33.8688 151.2093,1701.0444,126.9498,8.759764,
16-05-2020,-33.8688 151.2093,1725.2017,131.25604,8.881703,
17-05-2020,-33.8688 151.2093,1749.359,135.56212,9.003644,
18-05-2020,-33.8688 151.2093,1773.5165,139.86827,9.125586,
22-03-2020,-37.8136 144.9631,92.31157,10.110198,0.000144468,
23-03-2020,-37.8136 144.9631,101.260025,10.8977585,0.000144468,
24-03-2020,-37.8136 144.9631,110.28133,11.6853075,0.000144468,
25-03-2020,-37.8136 144.9631,119.364395,12.472867,0.000144468,
26-03-2020,-37.8136 144.9631,128.44754,13.622002,0.000144468,
27-03-2020,-37.8136 144.9631,137.53065,15.164056,0.000144468,
28-03-2020,-37.8136 144.9631,155.14714,16.845453,0.000144468,
29-03-2020,-37.8136 144.9631,175.80647,19.154045,0.000144468,
30-03-2020,-37.8136 144.9631,195.26033,21.462572,0.000144468,
31-03-2020,-37.8136 144.9631,214.71417,23.771109,0.000144468,
01-04-2020,-37.8136 144.9631,234.16798,26.079618,0.000144468,
