Lat,Long,Date,DateP,Confirmed,Recovered,Deaths
15,101,22-01-2020,43852,2,0,0
15,101,23-01-2020,43853,3,0,0
15,101,24-01-2020,43854,5,0,0
15,101,25-01-2020,43855,7,0,0
15,101,26-01-2020,43856,8,2,0
15,101,27-01-2020,43857,8,2,0
15,101,28-01-2020,43858,14,5,0
15,101,29-01-2020,43859,14,5,0
15,101,30-01-2020,43860,14,5,0
15,101,31-01-2020,43861,19,5,0
15,101,01-02-2020,43862,19,5,0
15,101,02-02-2020,43863,19,5,0
15,101,03-02-2020,43864,19,5,0
15,101,04-02-2020,43865,25,5,0
15,101,05-02-2020,43866,25,5,0
15,101,06-02-2020,43867,25,5,0
15,101,07-02-2020,43868,25,5,0
15,101,08-02-2020,43869,32,10,0
15,101,09-02-2020,43870,32,10,0
15,101,10-02-2020,43871,32,10,0
15,101,11-02-2020,43872,33,10,0
15,101,12-02-2020,43873,33,10,0
15,101,13-02-2020,43874,33,12,0
15,101,14-02-2020,43875,33,12,0
15,101,15-02-2020,43876,33,12,0
15,101,16-02-2020,43877,34,14,0
15,101,17-02-2020,43878,35,15,0
15,101,18-02-2020,43879,35,15,0
15,101,19-02-2020,43880,35,15,0
15,101,20-02-2020,43881,35,15,0
15,101,21-02-2020,43882,35,17,0
15,101,22-02-2020,43883,35,17,0
15,101,23-02-2020,43884,35,21,0
15,101,24-02-2020,43885,35,21,0
15,101,25-02-2020,43886,37,22,0
15,101,26-02-2020,43887,40,22,0
15,101,27-02-2020,43888,40,22,0
15,101,28-02-2020,43889,41,28,0
15,101,29-02-2020,43890,42,28,0
15,101,01-03-2020,43891,42,28,1
15,101,02-03-2020,43892,43,31,1
15,101,03-03-2020,43893,43,31,1
15,101,04-03-2020,43894,43,31,1
15,101,05-03-2020,43895,47,31,1
15,101,06-03-2020,43896,48,31,1
15,101,07-03-2020,43897,50,31,1
15,101,08-03-2020,43898,50,31,1
15,101,09-03-2020,43899,50,31,1
15,101,10-03-2020,43900,53,33,1
15,101,11-03-2020,43901,59,34,1
15,101,12-03-2020,43902,70,34,1
15,101,13-03-2020,43903,75,35,1
15,101,14-03-2020,43904,82,35,1
15,101,15-03-2020,43905,114,35,1
15,101,16-03-2020,43906,147,35,1
15,101,17-03-2020,43907,177,41,1
15,101,18-03-2020,43908,212,42,1
15,101,19-03-2020,43909,272,42,1
36,138,22-01-2020,43852,2,0,0
36,138,23-01-2020,43853,1,0,0
36,138,24-01-2020,43854,2,0,0
36,138,25-01-2020,43855,2,0,0
36,138,26-01-2020,43856,4,1,0
36,138,27-01-2020,43857,4,1,0
36,138,28-01-2020,43858,7,1,0
36,138,29-01-2020,43859,7,1,0
36,138,30-01-2020,43860,11,1,0
36,138,31-01-2020,43861,15,1,0
36,138,01-02-2020,43862,20,1,0
36,138,02-02-2020,43863,20,1,0
36,138,03-02-2020,43864,20,1,0
36,138,04-02-2020,43865,22,1,0
36,138,05-02-2020,43866,22,1,0
36,138,06-02-2020,43867,45,1,0
36,138,07-02-2020,43868,25,1,0
36,138,08-02-2020,43869,25,1,0
36,138,09-02-2020,43870,26,1,0
36,138,10-02-2020,43871,26,4,0
36,138,11-02-2020,43872,26,9,0
36,138,12-02-2020,43873,28,9,0
36,138,13-02-2020,43874,28,9,1
36,138,14-02-2020,43875,29,9,1
36,138,15-02-2020,43876,43,12,1
36,138,16-02-2020,43877,59,12,1
36,138,17-02-2020,43878,66,12,1
36,138,18-02-2020,43879,74,13,1
36,138,19-02-2020,43880,84,18,1
36,138,20-02-2020,43881,94,18,1
36,138,21-02-2020,43882,105,22,1
36,138,22-02-2020,43883,122,22,1
36,138,23-02-2020,43884,147,22,1
36,138,24-02-2020,43885,159,22,1
36,138,25-02-2020,43886,170,22,1
36,138,26-02-2020,43887,189,22,2
36,138,27-02-2020,43888,214,22,4
36,138,28-02-2020,43889,228,22,4
36,138,29-02-2020,43890,241,32,5
36,138,01-03-2020,43891,256,32,6
36,138,02-03-2020,43892,274,32,6
36,138,03-03-2020,43893,293,43,6
36,138,04-03-2020,43894,331,43,6
36,138,05-03-2020,43895,360,43,6
36,138,06-03-2020,43896,420,46,6
36,138,07-03-2020,43897,461,76,6
36,138,08-03-2020,43898,502,76,6
36,138,09-03-2020,43899,511,76,10
36,138,10-03-2020,43900,581,101,10
36,138,11-03-2020,43901,639,118,15
36,138,12-03-2020,43902,639,118,16
36,138,13-03-2020,43903,701,118,19
36,138,14-03-2020,43904,773,118,22
36,138,15-03-2020,43905,839,118,22
36,138,16-03-2020,43906,825,144,27
36,138,17-03-2020,43907,878,144,29
36,138,18-03-2020,43908,889,144,29
36,138,19-03-2020,43909,924,150,29
1.2833,103.8333,22-01-2020,43852,0,0,0
1.2833,103.8333,23-01-2020,43853,1,0,0
1.2833,103.8333,24-01-2020,43854,3,0,0
1.2833,103.8333,25-01-2020,43855,3,0,0
1.2833,103.8333,26-01-2020,43856,4,0,0
1.2833,103.8333,27-01-2020,43857,5,0,0
1.2833,103.8333,28-01-2020,43858,7,0,0
1.2833,103.8333,29-01-2020,43859,7,0,0
1.2833,103.8333,30-01-2020,43860,10,0,0
1.2833,103.8333,31-01-2020,43861,13,0,0
1.2833,103.8333,01-02-2020,43862,16,0,0
1.2833,103.8333,02-02-2020,43863,18,0,0
1.2833,103.8333,03-02-2020,43864,18,0,0
1.2833,103.8333,04-02-2020,43865,24,0,0
1.2833,103.8333,05-02-2020,43866,28,0,0
1.2833,103.8333,06-02-2020,43867,28,0,0
1.2833,103.8333,07-02-2020,43868,30,0,0
1.2833,103.8333,08-02-2020,43869,33,2,0
1.2833,103.8333,09-02-2020,43870,40,2,0
1.2833,103.8333,10-02-2020,43871,45,2,0
1.2833,103.8333,11-02-2020,43872,47,9,0
1.2833,103.8333,12-02-2020,43873,50,15,0
1.2833,103.8333,13-02-2020,43874,58,15,0
1.2833,103.8333,14-02-2020,43875,67,17,0
1.2833,103.8333,15-02-2020,43876,72,18,0
1.2833,103.8333,16-02-2020,43877,75,18,0
1.2833,103.8333,17-02-2020,43878,77,24,0
1.2833,103.8333,18-02-2020,43879,81,29,0
1.2833,103.8333,19-02-2020,43880,84,34,0
1.2833,103.8333,20-02-2020,43881,84,34,0
1.2833,103.8333,21-02-2020,43882,85,37,0
1.2833,103.8333,22-02-2020,43883,85,37,0
1.2833,103.8333,23-02-2020,43884,89,51,0
1.2833,103.8333,24-02-2020,43885,89,51,0
1.2833,103.8333,25-02-2020,43886,91,53,0
1.2833,103.8333,26-02-2020,43887,93,62,0
1.2833,103.8333,27-02-2020,43888,93,62,0
1.2833,103.8333,28-02-2020,43889,93,62,0
1.2833,103.8333,29-02-2020,43890,102,72,0
1.2833,103.8333,01-03-2020,43891,106,72,0
1.2833,103.8333,02-03-2020,43892,108,78,0
1.2833,103.8333,03-03-2020,43893,110,78,0
1.2833,103.8333,04-03-2020,43894,110,78,0
1.2833,103.8333,05-03-2020,43895,117,78,0
1.2833,103.8333,06-03-2020,43896,130,78,0
1.2833,103.8333,07-03-2020,43897,138,78,0
1.2833,103.8333,08-03-2020,43898,150,78,0
1.2833,103.8333,09-03-2020,43899,150,78,0
1.2833,103.8333,10-03-2020,43900,160,78,0
1.2833,103.8333,11-03-2020,43901,178,96,0
1.2833,103.8333,12-03-2020,43902,178,96,0
1.2833,103.8333,13-03-2020,43903,200,97,0
1.2833,103.8333,14-03-2020,43904,212,105,0
1.2833,103.8333,15-03-2020,43905,226,105,0
1.2833,103.8333,16-03-2020,43906,243,109,0
1.2833,103.8333,17-03-2020,43907,266,114,0
1.2833,103.8333,18-03-2020,43908,313,114,0
1.2833,103.8333,19-03-2020,43909,345,114,0
28.1667,84.25,22-01-2020,43852,0,0,0
28.1667,84.25,23-01-2020,43853,0,0,0
28.1667,84.25,24-01-2020,43854,0,0,0
28.1667,84.25,25-01-2020,43855,1,0,0
28.1667,84.25,26-01-2020,43856,1,0,0
28.1667,84.25,27-01-2020,43857,1,0,0
28.1667,84.25,28-01-2020,43858,1,0,0
28.1667,84.25,29-01-2020,43859,1,0,0
28.1667,84.25,30-01-2020,43860,1,0,0
28.1667,84.25,31-01-2020,43861,1,0,0
28.1667,84.25,01-02-2020,43862,1,0,0
28.1667,84.25,02-02-2020,43863,1,0,0
28.1667,84.25,03-02-2020,43864,1,0,0
28.1667,84.25,04-02-2020,43865,1,0,0
28.1667,84.25,05-02-2020,43866,1,0,0
28.1667,84.25,06-02-2020,43867,1,0,0
28.1667,84.25,07-02-2020,43868,1,0,0
28.1667,84.25,08-02-2020,43869,1,0,0
28.1667,84.25,09-02-2020,43870,1,0,0
28.1667,84.25,10-02-2020,43871,1,0,0
28.1667,84.25,11-02-2020,43872,1,0,0
28.1667,84.25,12-02-2020,43873,1,1,0
28.1667,84.25,13-02-2020,43874,1,1,0
28.1667,84.25,14-02-2020,43875,1,1,0
28.1667,84.25,15-02-2020,43876,1,1,0
28.1667,84.25,16-02-2020,43877,1,1,0
28.1667,84.25,17-02-2020,43878,1,1,0
28.1667,84.25,18-02-2020,43879,1,1,0
28.1667,84.25,19-02-2020,43880,1,1,0
28.1667,84.25,20-02-2020,43881,1,1,0
28.1667,84.25,21-02-2020,43882,1,1,0
28.1667,84.25,22-02-2020,43883,1,1,0
28.1667,84.25,23-02-2020,43884,1,1,0
28.1667,84.25,24-02-2020,43885,1,1,0
28.1667,84.25,25-02-2020,43886,1,1,0
28.1667,84.25,26-02-2020,43887,1,1,0
28.1667,84.25,27-02-2020,43888,1,1,0
28.1667,84.25,28-02-2020,43889,1,1,0
28.1667,84.25,29-02-2020,43890,1,1,0
28.1667,84.25,01-03-2020,43891,1,1,0
28.1667,84.25,02-03-2020,43892,1,1,0
28.1667,84.25,03-03-2020,43893,1,1,0
28.1667,84.25,04-03-2020,43894,1,1,0
28.1667,84.25,05-03-2020,43895,1,1,0
28.1667,84.25,06-03-2020,43896,1,1,0
28.1667,84.25,07-03-2020,43897,1,1,0
28.1667,84.25,08-03-2020,43898,1,1,0
28.1667,84.25,09-03-2020,43899,1,1,0
28.1667,84.25,10-03-2020,43900,1,1,0
28.1667,84.25,11-03-2020,43901,1,1,0
28.1667,84.25,12-03-2020,43902,1,1,0
28.1667,84.25,13-03-2020,43903,1,1,0
28.1667,84.25,14-03-2020,43904,1,1,0
28.1667,84.25,15-03-2020,43905,1,1,0
28.1667,84.25,16-03-2020,43906,1,1,0
28.1667,84.25,17-03-2020,43907,1,1,0
28.1667,84.25,18-03-2020,43908,1,1,0
28.1667,84.25,19-03-2020,43909,1,1,0
2.5,112.5,22-01-2020,43852,0,0,0
2.5,112.5,23-01-2020,43853,0,0,0
2.5,112.5,24-01-2020,43854,0,0,0
2.5,112.5,25-01-2020,43855,3,0,0
2.5,112.5,26-01-2020,43856,4,0,0
2.5,112.5,27-01-2020,43857,4,0,0
2.5,112.5,28-01-2020,43858,4,0,0
2.5,112.5,29-01-2020,43859,7,0,0
2.5,112.5,30-01-2020,43860,8,0,0
2.5,112.5,31-01-2020,43861,8,0,0
2.5,112.5,01-02-2020,43862,8,0,0
2.5,112.5,02-02-2020,43863,8,0,0
2.5,112.5,03-02-2020,43864,8,0,0
2.5,112.5,04-02-2020,43865,10,0,0
2.5,112.5,05-02-2020,43866,12,0,0
2.5,112.5,06-02-2020,43867,12,0,0
2.5,112.5,07-02-2020,43868,12,1,0
2.5,112.5,08-02-2020,43869,16,1,0
2.5,112.5,09-02-2020,43870,16,1,0
2.5,112.5,10-02-2020,43871,18,1,0
2.5,112.5,11-02-2020,43872,18,3,0
2.5,112.5,12-02-2020,43873,18,3,0
2.5,112.5,13-02-2020,43874,19,3,0
2.5,112.5,14-02-2020,43875,19,3,0
2.5,112.5,15-02-2020,43876,22,7,0
2.5,112.5,16-02-2020,43877,22,7,0
2.5,112.5,17-02-2020,43878,22,7,0
2.5,112.5,18-02-2020,43879,22,13,0
2.5,112.5,19-02-2020,43880,22,15,0
2.5,112.5,20-02-2020,43881,22,15,0
2.5,112.5,21-02-2020,43882,22,15,0
2.5,112.5,22-02-2020,43883,22,15,0
2.5,112.5,23-02-2020,43884,22,15,0
2.5,112.5,24-02-2020,43885,22,18,0
2.5,112.5,25-02-2020,43886,22,18,0
2.5,112.5,26-02-2020,43887,22,18,0
2.5,112.5,27-02-2020,43888,23,18,0
2.5,112.5,28-02-2020,43889,23,18,0
2.5,112.5,29-02-2020,43890,25,18,0
2.5,112.5,01-03-2020,43891,29,18,0
2.5,112.5,02-03-2020,43892,29,18,0
2.5,112.5,03-03-2020,43893,36,22,0
2.5,112.5,04-03-2020,43894,50,22,0
2.5,112.5,05-03-2020,43895,50,22,0
2.5,112.5,06-03-2020,43896,83,22,0
2.5,112.5,07-03-2020,43897,93,23,0
2.5,112.5,08-03-2020,43898,99,24,0
2.5,112.5,09-03-2020,43899,117,24,0
2.5,112.5,10-03-2020,43900,129,24,0
2.5,112.5,11-03-2020,43901,149,26,0
2.5,112.5,12-03-2020,43902,149,26,0
2.5,112.5,13-03-2020,43903,197,26,0
2.5,112.5,14-03-2020,43904,238,35,0
2.5,112.5,15-03-2020,43905,428,42,0
2.5,112.5,16-03-2020,43906,566,42,0
2.5,112.5,17-03-2020,43907,673,49,2
2.5,112.5,18-03-2020,43908,790,60,2
2.5,112.5,19-03-2020,43909,900,75,2
49.2827,-123.1207,22-01-2020,43852,0,0,0
49.2827,-123.1207,23-01-2020,43853,0,0,0
49.2827,-123.1207,24-01-2020,43854,0,0,0
49.2827,-123.1207,25-01-2020,43855,0,0,0
49.2827,-123.1207,26-01-2020,43856,0,0,0
49.2827,-123.1207,27-01-2020,43857,0,0,0
49.2827,-123.1207,28-01-2020,43858,1,0,0
49.2827,-123.1207,29-01-2020,43859,1,0,0
49.2827,-123.1207,30-01-2020,43860,1,0,0
49.2827,-123.1207,31-01-2020,43861,1,0,0
49.2827,-123.1207,01-02-2020,43862,1,0,0
49.2827,-123.1207,02-02-2020,43863,1,0,0
49.2827,-123.1207,03-02-2020,43864,1,0,0
49.2827,-123.1207,04-02-2020,43865,1,0,0
49.2827,-123.1207,05-02-2020,43866,2,0,0
49.2827,-123.1207,06-02-2020,43867,2,0,0
49.2827,-123.1207,07-02-2020,43868,4,0,0
49.2827,-123.1207,08-02-2020,43869,4,0,0
49.2827,-123.1207,09-02-2020,43870,4,0,0
49.2827,-123.1207,10-02-2020,43871,4,0,0
49.2827,-123.1207,11-02-2020,43872,4,0,0
49.2827,-123.1207,12-02-2020,43873,4,0,0
49.2827,-123.1207,13-02-2020,43874,4,0,0
49.2827,-123.1207,14-02-2020,43875,4,0,0
49.2827,-123.1207,15-02-2020,43876,4,0,0
49.2827,-123.1207,16-02-2020,43877,4,0,0
49.2827,-123.1207,17-02-2020,43878,5,0,0
49.2827,-123.1207,18-02-2020,43879,5,0,0
49.2827,-123.1207,19-02-2020,43880,5,0,0
49.2827,-123.1207,20-02-2020,43881,5,0,0
49.2827,-123.1207,21-02-2020,43882,6,0,0
49.2827,-123.1207,22-02-2020,43883,6,0,0
49.2827,-123.1207,23-02-2020,43884,6,0,0
49.2827,-123.1207,24-02-2020,43885,6,0,0
49.2827,-123.1207,25-02-2020,43886,7,0,0
49.2827,-123.1207,26-02-2020,43887,7,0,0
49.2827,-123.1207,27-02-2020,43888,7,3,0
49.2827,-123.1207,28-02-2020,43889,7,3,0
49.2827,-123.1207,29-02-2020,43890,8,3,0
49.2827,-123.1207,01-03-2020,43891,8,3,0
49.2827,-123.1207,02-03-2020,43892,8,3,0
49.2827,-123.1207,03-03-2020,43893,9,3,0
49.2827,-123.1207,04-03-2020,43894,12,3,0
49.2827,-123.1207,05-03-2020,43895,13,3,0
49.2827,-123.1207,06-03-2020,43896,21,3,0
49.2827,-123.1207,07-03-2020,43897,21,4,0
49.2827,-123.1207,08-03-2020,43898,27,4,0
49.2827,-123.1207,09-03-2020,43899,32,4,1
49.2827,-123.1207,10-03-2020,43900,32,4,1
49.2827,-123.1207,11-03-2020,43901,39,4,1
49.2827,-123.1207,12-03-2020,43902,46,4,1
49.2827,-123.1207,13-03-2020,43903,64,4,1
49.2827,-123.1207,14-03-2020,43904,64,4,1
49.2827,-123.1207,15-03-2020,43905,73,4,1
49.2827,-123.1207,16-03-2020,43906,103,4,4
49.2827,-123.1207,17-03-2020,43907,103,4,4
49.2827,-123.1207,18-03-2020,43908,186,4,7
49.2827,-123.1207,19-03-2020,43909,231,4,7
-33.8688,151.2093,22-01-2020,43852,0,0,0
-33.8688,151.2093,23-01-2020,43853,0,0,0
-33.8688,151.2093,24-01-2020,43854,0,0,0
-33.8688,151.2093,25-01-2020,43855,0,0,0
-33.8688,151.2093,26-01-2020,43856,3,0,0
-33.8688,151.2093,27-01-2020,43857,4,0,0
-33.8688,151.2093,28-01-2020,43858,4,0,0
-33.8688,151.2093,29-01-2020,43859,4,0,0
-33.8688,151.2093,30-01-2020,43860,4,2,0
-33.8688,151.2093,31-01-2020,43861,4,2,0
-33.8688,151.2093,01-02-2020,43862,4,2,0
-33.8688,151.2093,02-02-2020,43863,4,2,0
-33.8688,151.2093,03-02-2020,43864,4,2,0
-33.8688,151.2093,04-02-2020,43865,4,2,0
-33.8688,151.2093,05-02-2020,43866,4,2,0
-33.8688,151.2093,06-02-2020,43867,4,2,0
-33.8688,151.2093,07-02-2020,43868,4,2,0
-33.8688,151.2093,08-02-2020,43869,4,2,0
-33.8688,151.2093,09-02-2020,43870,4,2,0
-33.8688,151.2093,10-02-2020,43871,4,2,0
-33.8688,151.2093,11-02-2020,43872,4,2,0
-33.8688,151.2093,12-02-2020,43873,4,2,0
-33.8688,151.2093,13-02-2020,43874,4,4,0
-33.8688,151.2093,14-02-2020,43875,4,4,0
-33.8688,151.2093,15-02-2020,43876,4,4,0
-33.8688,151.2093,16-02-2020,43877,4,4,0
-33.8688,151.2093,17-02-2020,43878,4,4,0
-33.8688,151.2093,18-02-2020,43879,4,4,0
-33.8688,151.2093,19-02-2020,43880,4,4,0
-33.8688,151.2093,20-02-2020,43881,4,4,0
-33.8688,151.2093,21-02-2020,43882,4,4,0
-33.8688,151.2093,22-02-2020,43883,4,4,0
-33.8688,151.2093,23-02-2020,43884,4,4,0
-33.8688,151.2093,24-02-2020,43885,4,4,0
-33.8688,151.2093,25-02-2020,43886,4,4,0
-33.8688,151.2093,26-02-2020,43887,4,4,0
-33.8688,151.2093,27-02-2020,43888,4,4,0
-33.8688,151.2093,28-02-2020,43889,4,4,0
-33.8688,151.2093,29-02-2020,43890,4,4,0
-33.8688,151.2093,01-03-2020,43891,6,4,0
-33.8688,151.2093,02-03-2020,43892,6,4,0
-33.8688,151.2093,03-03-2020,43893,13,4,0
-33.8688,151.2093,04-03-2020,43894,22,4,1
-33.8688,151.2093,05-03-2020,43895,22,4,1
-33.8688,151.2093,06-03-2020,43896,26,4,1
-33.8688,151.2093,07-03-2020,43897,28,4,1
-33.8688,151.2093,08-03-2020,43898,38,4,2
-33.8688,151.2093,09-03-2020,43899,48,4,2
-33.8688,151.2093,10-03-2020,43900,55,4,2
-33.8688,151.2093,11-03-2020,43901,65,4,2
-33.8688,151.2093,12-03-2020,43902,65,4,2
-33.8688,151.2093,13-03-2020,43903,92,4,2
-33.8688,151.2093,14-03-2020,43904,112,4,2
-33.8688,151.2093,15-03-2020,43905,134,4,2
-33.8688,151.2093,16-03-2020,43906,171,4,2
-33.8688,151.2093,17-03-2020,43907,210,4,4
-33.8688,151.2093,18-03-2020,43908,267,4,5
-33.8688,151.2093,19-03-2020,43909,307,4,5
-37.8136,144.9631,22-01-2020,43852,0,0,0
-37.8136,144.9631,23-01-2020,43853,0,0,0
-37.8136,144.9631,24-01-2020,43854,0,0,0
-37.8136,144.9631,25-01-2020,43855,0,0,0
-37.8136,144.9631,26-01-2020,43856,1,0,0
-37.8136,144.9631,27-01-2020,43857,1,0,0
-37.8136,144.9631,28-01-2020,43858,1,0,0
-37.8136,144.9631,29-01-2020,43859,1,0,0
-37.8136,144.9631,30-01-2020,43860,2,0,0
-37.8136,144.9631,31-01-2020,43861,3,0,0
-37.8136,144.9631,01-02-2020,43862,4,0,0
-37.8136,144.9631,02-02-2020,43863,4,0,0
-37.8136,144.9631,03-02-2020,43864,4,0,0
-37.8136,144.9631,04-02-2020,43865,4,0,0
-37.8136,144.9631,05-02-2020,43866,4,0,0
-37.8136,144.9631,06-02-2020,43867,4,0,0
-37.8136,144.9631,07-02-2020,43868,4,0,0
-37.8136,144.9631,08-02-2020,43869,4,0,0
-37.8136,144.9631,09-02-2020,43870,4,0,0
-37.8136,144.9631,10-02-2020,43871,4,0,0
-37.8136,144.9631,11-02-2020,43872,4,0,0
-37.8136,144.9631,12-02-2020,43873,4,0,0
-37.8136,144.9631,13-02-2020,43874,4,4,0
-37.8136,144.9631,14-02-2020,43875,4,4,0
-37.8136,144.9631,15-02-2020,43876,4,4,0
-37.8136,144.9631,16-02-2020,43877,4,4,0
-37.8136,144.9631,17-02-2020,43878,4,4,0
-37.8136,144.9631,18-02-2020,43879,4,4,0
-37.8136,144.9631,19-02-2020,43880,4,4,0
-37.8136,144.9631,20-02-2020,43881,4,4,0
-37.8136,144.9631,21-02-2020,43882,4,4,0
-37.8136,144.9631,22-02-2020,43883,4,4,0
-37.8136,144.9631,23-02-2020,43884,4,4,0
-37.8136,144.9631,24-02-2020,43885,4,4,0
-37.8136,144.9631,25-02-2020,43886,4,4,0
-37.8136,144.9631,26-02-2020,43887,4,4,0
-37.8136,144.9631,27-02-2020,43888,4,4,0
-37.8136,144.9631,28-02-2020,43889,4,4,0
-37.8136,144.9631,29-02-2020,43890,7,4,0
-37.8136,144.9631,01-03-2020,43891,7,4,0
-37.8136,144.9631,02-03-2020,43892,9,4,0
-37.8136,144.9631,03-03-2020,43893,9,4,0
-37.8136,144.9631,04-03-2020,43894,10,4,0
-37.8136,144.9631,05-03-2020,43895,10,7,0
-37.8136,144.9631,06-03-2020,43896,10,7,0
-37.8136,144.9631,07-03-2020,43897,11,7,0
-37.8136,144.9631,08-03-2020,43898,11,7,0
-37.8136,144.9631,09-03-2020,43899,15,7,0
-37.8136,144.9631,10-03-2020,43900,18,7,0
-37.8136,144.9631,11-03-2020,43901,21,7,0
-37.8136,144.9631,12-03-2020,43902,21,7,0
-37.8136,144.9631,13-03-2020,43903,36,8,0
-37.8136,144.9631,14-03-2020,43904,49,8,0
-37.8136,144.9631,15-03-2020,43905,57,8,0
-37.8136,144.9631,16-03-2020,43906,71,8,0
-37.8136,144.9631,17-03-2020,43907,94,8,0
-37.8136,144.9631,18-03-2020,43908,121,8,0
-37.8136,144.9631,19-03-2020,43909,121,8,0
-28.0167,153.4,22-01-2020,43852,0,0,0
-28.0167,153.4,23-01-2020,43853,0,0,0
-28.0167,153.4,24-01-2020,43854,0,0,0
-28.0167,153.4,25-01-2020,43855,0,0,0
-28.0167,153.4,26-01-2020,43856,0,0,0
-28.0167,153.4,27-01-2020,43857,0,0,0
-28.0167,153.4,28-01-2020,43858,0,0,0
-28.0167,153.4,29-01-2020,43859,1,0,0
-28.0167,153.4,30-01-2020,43860,3,0,0
-28.0167,153.4,31-01-2020,43861,2,0,0
-28.0167,153.4,01-02-2020,43862,3,0,0
-28.0167,153.4,02-02-2020,43863,2,0,0
-28.0167,153.4,03-02-2020,43864,2,0,0
-28.0167,153.4,04-02-2020,43865,3,0,0
-28.0167,153.4,05-02-2020,43866,3,0,0
-28.0167,153.4,06-02-2020,43867,4,0,0
-28.0167,153.4,07-02-2020,43868,5,0,0
-28.0167,153.4,08-02-2020,43869,5,0,0
-28.0167,153.4,09-02-2020,43870,5,0,0
-28.0167,153.4,10-02-2020,43871,5,0,0
-28.0167,153.4,11-02-2020,43872,5,0,0
-28.0167,153.4,12-02-2020,43873,5,0,0
-28.0167,153.4,13-02-2020,43874,5,0,0
-28.0167,153.4,14-02-2020,43875,5,0,0
-28.0167,153.4,15-02-2020,43876,5,0,0
-28.0167,153.4,16-02-2020,43877,5,0,0
-28.0167,153.4,17-02-2020,43878,5,0,0
-28.0167,153.4,18-02-2020,43879,5,0,0
-28.0167,153.4,19-02-2020,43880,5,0,0
-28.0167,153.4,20-02-2020,43881,5,0,0
-28.0167,153.4,21-02-2020,43882,5,1,0
-28.0167,153.4,22-02-2020,43883,5,1,0
-28.0167,153.4,23-02-2020,43884,5,1,0
-28.0167,153.4,24-02-2020,43885,5,1,0
-28.0167,153.4,25-02-2020,43886,5,1,0
-28.0167,153.4,26-02-2020,43887,5,1,0
-28.0167,153.4,27-02-2020,43888,5,1,0
-28.0167,153.4,28-02-2020,43889,5,1,0
-28.0167,153.4,29-02-2020,43890,9,1,0
-28.0167,153.4,01-03-2020,43891,9,1,0
-28.0167,153.4,02-03-2020,43892,9,1,0
-28.0167,153.4,03-03-2020,43893,11,1,0
-28.0167,153.4,04-03-2020,43894,11,1,0
-28.0167,153.4,05-03-2020,43895,13,8,0
-28.0167,153.4,06-03-2020,43896,13,8,0
-28.0167,153.4,07-03-2020,43897,13,8,0
-28.0167,153.4,08-03-2020,43898,15,8,0
-28.0167,153.4,09-03-2020,43899,15,8,0
-28.0167,153.4,10-03-2020,43900,18,8,0
-28.0167,153.4,11-03-2020,43901,20,8,0
-28.0167,153.4,12-03-2020,43902,20,8,0
-28.0167,153.4,13-03-2020,43903,35,8,0
-28.0167,153.4,14-03-2020,43904,46,8,0
-28.0167,153.4,15-03-2020,43905,61,8,0
-28.0167,153.4,16-03-2020,43906,68,8,0
-28.0167,153.4,17-03-2020,43907,78,8,0
-28.0167,153.4,18-03-2020,43908,94,8,0
-28.0167,153.4,19-03-2020,43909,144,8,0
11.55,104.9167,22-01-2020,43852,0,0,0
11.55,104.9167,23-01-2020,43853,0,0,0
11.55,104.9167,24-01-2020,43854,0,0,0
11.55,104.9167,25-01-2020,43855,0,0,0
11.55,104.9167,26-01-2020,43856,0,0,0
11.55,104.9167,27-01-2020,43857,1,0,0
11.55,104.9167,28-01-2020,43858,1,0,0
11.55,104.9167,29-01-2020,43859,1,0,0
11.55,104.9167,30-01-2020,43860,1,0,0
11.55,104.9167,31-01-2020,43861,1,0,0
11.55,104.9167,01-02-2020,43862,1,0,0
11.55,104.9167,02-02-2020,43863,1,0,0
11.55,104.9167,03-02-2020,43864,1,0,0
11.55,104.9167,04-02-2020,43865,1,0,0
11.55,104.9167,05-02-2020,43866,1,0,0
11.55,104.9167,06-02-2020,43867,1,0,0
11.55,104.9167,07-02-2020,43868,1,0,0
11.55,104.9167,08-02-2020,43869,1,0,0
11.55,104.9167,09-02-2020,43870,1,0,0
11.55,104.9167,10-02-2020,43871,1,0,0
11.55,104.9167,11-02-2020,43872,1,0,0
11.55,104.9167,12-02-2020,43873,1,1,0
11.55,104.9167,13-02-2020,43874,1,1,0
11.55,104.9167,14-02-2020,43875,1,1,0
11.55,104.9167,15-02-2020,43876,1,1,0
11.55,104.9167,16-02-2020,43877,1,1,0
11.55,104.9167,17-02-2020,43878,1,1,0
11.55,104.9167,18-02-2020,43879,1,1,0
11.55,104.9167,19-02-2020,43880,1,1,0
11.55,104.9167,20-02-2020,43881,1,1,0
11.55,104.9167,21-02-2020,43882,1,1,0
11.55,104.9167,22-02-2020,43883,1,1,0
11.55,104.9167,23-02-2020,43884,1,1,0
11.55,104.9167,24-02-2020,43885,1,1,0
11.55,104.9167,25-02-2020,43886,1,1,0
11.55,104.9167,26-02-2020,43887,1,1,0
11.55,104.9167,27-02-2020,43888,1,1,0
11.55,104.9167,28-02-2020,43889,1,1,0
11.55,104.9167,29-02-2020,43890,1,1,0
11.55,104.9167,01-03-2020,43891,1,1,0
11.55,104.9167,02-03-2020,43892,1,1,0
11.55,104.9167,03-03-2020,43893,1,1,0
11.55,104.9167,04-03-2020,43894,1,1,0
